site_no_,comp_name,cert_name,farm_name,species__c,type_of_certification__c,cert_country,farm_species,geom,,,,,
S0000357,HUITRES GEAY,HUITRES GEAY,CASSE DUFOUR,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.327533 46.32255),,,,,
S0000358,HUITRES GEAY,HUITRES GEAY,MORTANE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000359,HUITRES GEAY,HUITRES GEAY,PADANE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000360,HUITRES GEAY,HUITRES GEAY,ADE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000361,HUITRES GEAY,HUITRES GEAY,MENSON,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000362,HUITRES GEAY,HUITRES GEAY,CHEVALIER,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000363,HUITRES GEAY,HUITRES GEAY,TROMPE SOT,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000364,HUITRES GEAY,HUITRES GEAY,PRISE DE LA PERIDE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000365,HUITRES GEAY,HUITRES GEAY,PRISE DE PUTET,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000366,HUITRES GEAY,HUITRES GEAY,PRISE DES ROBERTS,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000367,HUITRES GEAY,HUITRES GEAY,PRISE DE TREILLEBOIS,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000368,HUITRES GEAY,HUITRES GEAY,PRISE DE FOND ROUSSE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000369,HUITRES GEAY,HUITRES GEAY,PRISE DU GRAND MARAIS,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000370,HUITRES GEAY,HUITRES GEAY,PRISE DE DAIRE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000371,HUITRES GEAY,HUITRES GEAY,MORLOUZE,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000372,HUITRES GEAY,HUITRES GEAY,LE GRAND TIRANCON,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (0.672467 46.32255),,,,,
S0000373,HUITRES GEAY,HUITRES GEAY,BAIE DE POMELIN,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.193912 45.792118),,,,,
S0000374,HUITRES GEAY,HUITRES GEAY,LE TRIEUX RG,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (-3.079735 48.83683),,,,,
S0000375,HUITRES GEAY,HUITRES GEAY,BAIE DE PAIMPOL,Bivalve,Multi Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (-2.998622 48.785137),,,,,
S0000637,SOCIEDAD INDUSTRIAL Y COMERCIAL RIO BLANCO LTDA,102918,102918 Site,Bivalve,Single Site,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.751944 -42.568889),,,,,
S0000644,Pesca y Cultivos Don Jorge,concession (103876),102171 Site,Bivalve,Multi Site without IMS,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.506897 -42.582886),,,,,
S0000645,Pesca y Cultivos Don Jorge,concession (103876),102221 Site,Bivalve,Multi Site without IMS,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.488806 -42.899167),,,,,
S0000721,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 1,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.426167 -9.348506),,,,,
S0000722,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 2,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.430214 -9.372137),,,,,
S0000723,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 3,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.452169 -9.362617),,,,,
S0000724,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 4,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.450733 -9.33375),,,,,
S0000725,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 5,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.436614 -9.338728),,,,,
S0000726,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 6,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.460586 -9.334906),,,,,
S0000727,"Acuapesca Group (Acuacultura y Pesca, Premium Fish and Scallops Peru)",CUP-C831442-ASC-01-2019-BV,Cultivos Casma SAC 7,Bivalve,Multi Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-78.430363 -9.376923),,,,,
S0000733,"Rongcheng Guangsheng Food Co., Ltd.",Huidong Aquatic,"Huidong Aquaculture Co., Ltd. Linzhilian Farm",Bivalve,Single Site,China,Crassostrea gigas (Pacific cupped oyster),POINT (114.704456 22.755942),,,,,
S0000754,Acuapesca Group (Nemo Corporation and Maricultura del Norte),Ensenada de Nonura Farm,Nemo Corporation SAC II,Bivalve,Multi Site without IMS,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-81.098917 -5.830011),,,,,
S0000755,Acuapesca Group (Nemo Corporation and Maricultura del Norte),Ensenada de Nonura Farm,Nemo Corporation SAC III,Bivalve,Multi Site without IMS,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-81.096353 -5.831486),,,,,
S0000756,Acuapesca Group (Nemo Corporation and Maricultura del Norte),Ensenada de Nonura Farm,Maricultura del Norte SAC II,Bivalve,Multi Site without IMS,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-81.1234 -5.83453),,,,,
S0000764,"Suzhou Taishen Food Co., Ltd.",Suzhou Taishen,Suzhou Taishen,Bivalve,Single Site,China,Corbicula fluminea (Asian clam),POINT (118.706472 33.184389),,,,,
S0000770,"Dandong Zhengrun Food Co., Ltd.",Dandong Zhengrun,Dandong Zhengrun,Bivalve,Single Site,China,Venerupis philippinarum (Manila clam),POINT (123.983333 39.699617),,,,,
S0000839,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Captage in the river N° 42002736,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.132063 45.789768),,,,,
S0000840,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Captage in the river N° 42007412,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.120522 45.78478),,,,,
S0000841,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Robion N° 51002329,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.161418 45.808478),,,,,
S0000842,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Bouteiller N° 51002123,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.161796 45.807896),,,,,
S0000843,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Bouteiller N° 51002122,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.16207 45.807985),,,,,
S0000844,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Brunet N° 51001928,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.1622 45.808412),,,,,
S0000845,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Fradin N° 51003836,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.159685 45.809053),,,,,
S0000846,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Fradin N° 51003837,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.096137 45.766328),,,,,
S0000847,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat – Fradin N° 51003939,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.159768 45.809268),,,,,
S0000848,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Saut de Barat Pineau N° 51002520,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.161378 45.807739),,,,,
S0000849,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Chatelier Bas N° 49004458,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.17243 45.812652),,,,,
S0000850,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Bertin N° 49002363,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.175254 45.812907),,,,,
S0000851,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Chatelier Mileu N° 49002756,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.174458 45.812185),,,,,
S0000852,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Néron – Grand Parc N° 49000849,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.177191 45.811284),,,,,
S0000853,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Néron – Grand Parc N° 49000948,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.176335 45.811862),,,,,
S0000854,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Néron – Grand Parc N° 49001251,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.177382 45.8116),,,,,
S0000855,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Coudin Seguin N° 49001356,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.175815 45.81199),,,,,
S0000856,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – Coudin Seguin N° 49001454,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.176393 45.812119),,,,,
S0000857,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – La Goelette N° 49003763,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.172942 45.812879),,,,,
S0000858,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Petit Barat – La Goelette N° 49003861,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.173587 45.812959),,,,,
S0000859,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Grand Barat – Grizon N° 5005556,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.1645 45.811864),,,,,
S0000860,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Grand Barat Nouger N° 5000637,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.163218 45.810914),,,,,
S0000861,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ronce Le passage N° 24469234,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.177296 45.801251),,,,,
S0000862,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Sable de Ronce N° 25262300,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.185757 45.800298),,,,,
S0000863,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Sable de Ronce N° 25262041,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.186438 45.800564),,,,,
S0000864,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,La Cèpe - Lézard N° 24003021,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.183525 45.794989),,,,,
S0000865,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Trompe Sot – parc milieu N° 94201946,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.182169 45.830454),,,,,
S0000866,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Trompe Sot – petit parc N° 94202245,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.182169 45.830454),,,,,
S0000867,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade Paris 92364275,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.185758 45.84652),,,,,
S0000868,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade PC - PF N° 92362203,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.189975 45.84579),,,,,
S0000869,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade PC - PF N° 92361789,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.188589 45.845526),,,,,
S0000870,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,ADE JAUD N° 92364108,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.186336 45.844065),,,,,
S0000871,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,ADE Gaboriau N° 92460773,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.190878 45.850363),,,,,
S0000872,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,ADE Gaboriau N° 92460772,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.190408 45.851007),,,,,
S0000873,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,ADE Gaboriau N° 92461304,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.191324 45.851285),,,,,
S0000874,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,ADE Gaboriau N° 92461496,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.191801 45.850706),,,,,
S0000875,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade Nouveau Parc N° 92493744,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.19208 45.851643),,,,,
S0000876,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade Rieu Sourbier N° 92460267,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.192478 45.852314),,,,,
S0000877,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade Rieu Sourbier N° 92460547,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.191544 45.852812),,,,,
S0000878,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade Moulineau Prêt N° 92460447,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.191464 45.852905),,,,,
S0000879,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Ade Miet Prêt N° 92465227,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.185553 45.847325),,,,,
S0000880,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Lmx Grizon N° 47004049,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.143096 45.916099),,,,,
S0000881,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,LMX PF N° 47004334,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.142485 45.91353),,,,,
S0000882,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,LMX Pichon N° 47004414,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.142218 45.909923),,,,,
S0000883,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,LMX Bertin Prêt N° 48005062,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.140265 45.904404),,,,,
S0000884,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,LMX Baudit N° 48005180,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.140119 45.907069),,,,,
S0000885,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Pors Lazo Petit Parc N° 15005144,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-2.967384 48.768176),,,,,
S0000886,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Achat Gaboriau N° 15002830,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-2.97265 48.76552),,,,,
S0000887,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Prêt Demonsay,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-2.972087 48.764215),,,,,
S0000888,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Achat Tessier N° 15002730,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-2.974204 48.764228),,,,,
S0000889,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Prêt Baudit N° 1300700,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-3.003889 48.791472),,,,,
S0000890,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Marais la Touche,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.123333 45.767806),,,,,
S0000891,Huîtres FAVIER E.A.R.L,CUP-C-848256-ASC-01-2019-BV,Marais la Clide etablissement,Bivalve,Multi Site without IMS,France,Crassostrea gigas (Pacific cupped oyster),POINT (-1.126944 45.764972),,,,,
S0000897,Camanchaca Cultivos Sur S.A.,Camanchaca Cultivos Sur S.A.,KU5-104289,Bivalve,Multi Site without IMS,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.412317 -42.183564),,,,,
S0000939,ASOCIACION DE PESCADORES ARTESANALES ACUICULTORES CHUYILLACHI,Concesión Chuyillachi farm,Concesión Chuyillachi farm,Bivalve,Single Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-80.959626 -5.808963),,,,,
S0000988,Cultivos Azules S.A.,Cultivos Azules Farms,103492 Punta Lepe,Bivalve,Multi Site without IMS,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.537639 -42.344478),,,,,
S0000996,France Naissain,Vendee Naissain,Vendee Naissain,Bivalve,Single Site,France,Crassostrea gigas (Pacific cupped oyster),POINT (-2.052218 46.948789),,,,,
S0001008,Pesquera Apiao (Chiloe Seafoods),Quemchi MS,Aucar I Farm,Bivalve,Multi Site,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.476956 -42.157475),,,,,
S0001013,Pesquera Apiao (Chiloe Seafoods),Quemchi MS,Queler Farm,Bivalve,Multi Site,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.456806 -42.149053),,,,,
S0001014,Pesquera Apiao (Chiloe Seafoods),Quemchi MS,Aucar II Farm,Bivalve,Multi Site,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.47685 -42.159636),,,,,
S0001015,Pesquera Apiao (Chiloe Seafoods),Quemchi MS,Caucahue Farm,Bivalve,Multi Site,Chile,Mytilus chilensis (Chilean mussel),POINT (-73.438322 -42.128097),,,,,
S0001039,Loch Fyne Oysters Ltd,Hebridean Mussels Farm,Hebridean Mussels Farm,Bivalve,Single Site,United Kingdom of Great Britain and Northern Ireland,Mytilus edulis (Blue mussel),POINT (-6.913888 58.199533),,,,,
S0001047,Acuicultores Pisco S.A,Acuicultores Pisco farm,Acuicultores Pisco farm,Bivalve,Single Site,Peru,Argopecten purpuratus (Peruvian calico scallop),POINT (-80.955016 -5.532053),,,,,
