Country,Species,Production_system,Herd_type,Variable,Unit,Value
Andorra,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Andorra,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Andorra,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Andorra,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Andorra,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Andorra,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Andorra,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Andorra,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Andorra,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Andorra,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Andorra,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Andorra,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Andorra,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Andorra,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Andorra,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Andorra,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,3025141.8858422684
Angola,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,6063215284.269404
Angola,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,5928098246.276014
Angola,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,135117037.9933903
Angola,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,665574.6787384916
Angola,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1496727242.639755
Angola,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1452939965.4789577
Angola,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,43787277.16079733
Angola,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,2359567.2071037767
Angola,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,4566488041.629649
Angola,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,4475158280.797056
Angola,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,91329760.83259296
Angola,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Angola,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Angola,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Angola,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Angola,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Angola,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Angola,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Angola,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Angola,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Angola,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,722046.9435568253
Angola,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,183569089.993405
Angola,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,183569089.993405
Angola,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Angola,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Angola,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Angola,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,722046.9435568253
Angola,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,183569089.993405
Angola,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,183569089.993405
Angola,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,3020052.4573005233
Angola,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,598754432.475876
Angola,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,598754432.475876
Angola,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Angola,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Angola,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Angola,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Angola,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,3020052.4573005233
Angola,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,598754432.475876
Angola,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,598754432.475876
Angola,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Angola,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Anguilla,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Anguilla,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Anguilla,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Anguilla,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Anguilla,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Anguilla,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Anguilla,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Anguilla,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Anguilla,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Anguilla,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Anguilla,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Anguilla,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Anguilla,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Anguilla,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Anguilla,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Anguilla,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Anguilla,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Anguilla,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Anguilla,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,22922.60376735305
Antigua_and_Barbuda,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,42717030.28573184
Antigua_and_Barbuda,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,42717030.28573184
Antigua_and_Barbuda,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,22922.60376735305
Antigua_and_Barbuda,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,42717030.28573184
Antigua_and_Barbuda,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,42717030.28573184
Antigua_and_Barbuda,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,20763.387553489818
Antigua_and_Barbuda,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,4660280.591044757
Antigua_and_Barbuda,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,4660280.591044757
Antigua_and_Barbuda,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,20763.387553489818
Antigua_and_Barbuda,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,4660280.591044757
Antigua_and_Barbuda,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,4660280.591044757
Antigua_and_Barbuda,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,31789.43839976468
Antigua_and_Barbuda,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,5019788.126004361
Antigua_and_Barbuda,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,5019788.126004361
Antigua_and_Barbuda,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Antigua_and_Barbuda,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Antigua_and_Barbuda,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Antigua_and_Barbuda,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Antigua_and_Barbuda,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
