"Taxonkey","TaxonName","CommonName","Gear","GearName","Descript","bycatch","destruction","type"
100058,"Miscellaneous marine molluscs","Marine molluscs",831,"hand dredges","demersal mollusc","high","destructive","demersal"
590094,"Parapenaeopsis","Shrimps",840,"bottom trawls","shrimp","high","destructive","demersal"
500477,"Kyphosus","Sea chubs",312,"explosives","reef-associated 30 - 90 cm","high","destructive","pelagic"
606358,"Chirocentrus dorab","Dorab wolf-herring",1400,"gillnets","benthopelagic >=90 cm","high","non-destructive","demersal"
502417,"Genypterus","Cusk eels",840,"bottom trawls","bathydemersal >=90 cm","high","destructive","demersal"
600461,"Cheilodactylus variegatus","Peruvian morwong",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
600461,"Cheilodactylus variegatus","Peruvian morwong",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
690217,"Solenocera agassizii","Kolibri shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
614693,"Merluccius gayi peruanus","Peruvian hake",420,"with gorges or hooks","bathydemersal 30 - 90 cm","low","non-destructive","demersal"
614693,"Merluccius gayi peruanus","Peruvian hake",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
614693,"Merluccius gayi peruanus","Peruvian hake",850,"mid-water trawls","bathydemersal 30 - 90 cm","high","non-destructive","demersal"
690078,"Loxechinus albus","Chilean sea urchin",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690078,"Loxechinus albus","Chilean sea urchin",213,"raking devices","demersal mollusc","high","destructive","demersal"
690078,"Loxechinus albus","Chilean sea urchin",830,"dredges","demersal mollusc","high","destructive","demersal"
690078,"Loxechinus albus","Chilean sea urchin",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
600352,"Paralabrax humeralis","Peruvian rock seabass",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
600352,"Paralabrax humeralis","Peruvian rock seabass",1540,"trammel nets","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
400218,"Atherinidae","Silversides",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
690303,"Argopecten purpuratus","Peruvian calico scallop",830,"dredges","demersal mollusc","high","destructive","demersal"
600149,"Rhinobatos planiceps","Pacific guitarfish",840,"bottom trawls","rays <90 cm","high","destructive","demersal"
600227,"Megalops cyprinoides","Indo-Pacific tarpon",450,"longline tuna","pelagic >=90 cm","high","non-destructive","pelagic"
501242,"Scatophagus","Scats",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
501242,"Scatophagus","Scats",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
501242,"Scatophagus","Scats",1400,"gillnets","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
501242,"Scatophagus","Scats",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
501242,"Scatophagus","Scats",1020,"purse seines","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
400509,"Ambassidae","Asiatic glassfishes",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
400509,"Ambassidae","Asiatic glassfishes",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
601453,"Dussumieria acuta","Rainbow sardine",1400,"gillnets","pelagic <30 cm","high","non-destructive","pelagic"
601641,"Pellona ditchela","Indian pellona",563,"pound nets","pelagic <30 cm","low","non-destructive","pelagic"
500934,"Platax","Batfishes",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
500934,"Platax","Batfishes",1420,"driftnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
500934,"Platax","Batfishes",421,"handlines","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
490004,"Ommastrephidae","Arrow squids",1420,"driftnets","cephalopods","high","non-destructive","pelagic"
490046,"Pandalidae","Norther shrimps",700,"bagnets","shrimp","low","non-destructive","demersal"
500112,"Lophius","Monkfishes",563,"pound nets","bathydemersal >=90 cm","low","non-destructive","demersal"
500116,"Coryphaena","Coryphaena",500,"traps","pelagic >=90 cm","high","non-destructive","pelagic"
500116,"Coryphaena","Coryphaena",450,"longline tuna","pelagic >=90 cm","high","non-destructive","pelagic"
500116,"Coryphaena","Coryphaena",440,"pole line tuna","pelagic >=90 cm","low","non-destructive","pelagic"
500116,"Coryphaena","Coryphaena",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
500116,"Coryphaena","Coryphaena",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
690151,"Penaeus monodon","Giant tiger prawn",700,"bagnets","shrimp","low","non-destructive","demersal"
690364,"Crassostrea iredalei","Slipper cupped oyster",830,"dredges","demersal mollusc","high","destructive","demersal"
390002,"Teuthida","Squids",500,"traps","cephalopods","high","non-destructive","pelagic"
390007,"Octopoda","Octopuses",500,"traps","cephalopods","high","non-destructive","pelagic"
502724,"Oncorhynchus","Pacific salmon",420,"with gorges or hooks","benthopelagic >=90 cm","low","non-destructive","demersal"
502724,"Oncorhynchus","Pacific salmon",1420,"driftnets","benthopelagic >=90 cm","high","non-destructive","demersal"
502724,"Oncorhynchus","Pacific salmon",500,"traps","benthopelagic >=90 cm","high","non-destructive","demersal"
500136,"Salmo","Salmon and trout",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
500136,"Salmo","Salmon and trout",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
500142,"Scomber","Mackerels",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
500477,"Kyphosus","Sea chubs",120,"by diving","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
500871,"Belone","Needlefishes",1400,"gillnets","pelagic <30 cm","high","non-destructive","pelagic"
500871,"Belone","Needlefishes",1010,"lampara-like nets","pelagic <30 cm","low","non-destructive","pelagic"
500871,"Belone","Needlefishes",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
500871,"Belone","Needlefishes",420,"with gorges or hooks","pelagic <30 cm","low","non-destructive","pelagic"
500871,"Belone","Needlefishes",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
501905,"Thunnus","Tuna",440,"pole line tuna","pelagic >=90 cm","low","non-destructive","pelagic"
501905,"Thunnus","Tuna",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
500901,"Serranus","Groupers",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
500384,"Gymnothorax","Gymnothorax",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
501905,"Thunnus","Tuna",450,"longline tuna","pelagic >=90 cm","high","non-destructive","pelagic"
501905,"Thunnus","Tuna",500,"traps","pelagic >=90 cm","high","non-destructive","pelagic"
501905,"Thunnus","Tuna",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
501129,"Beryx","Alfonsinos",421,"handlines","bathydemersal >=90 cm","low","non-destructive","demersal"
501129,"Beryx","Alfonsinos",840,"bottom trawls","bathydemersal >=90 cm","high","destructive","demersal"
501129,"Beryx","Alfonsinos",1500,"tangle nets","bathydemersal >=90 cm","high","non-destructive","demersal"
501129,"Beryx","Alfonsinos",1400,"gillnets","bathydemersal >=90 cm","high","non-destructive","demersal"
400304,"Apogonidae","Cardinalfishes",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
400304,"Apogonidae","Cardinalfishes",421,"handlines","reef-associated <30 cm","low","non-destructive","pelagic"
600045,"Atherina presbyter","Sand smelt",1010,"lampara-like nets","pelagic <30 cm","low","non-destructive","pelagic"
600045,"Atherina presbyter","Sand smelt",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
600045,"Atherina presbyter","Sand smelt",1400,"gillnets","pelagic <30 cm","high","non-destructive","pelagic"
600045,"Atherina presbyter","Sand smelt",420,"with gorges or hooks","pelagic <30 cm","low","non-destructive","pelagic"
600045,"Atherina presbyter","Sand smelt",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
600063,"Dicentrarchus labrax","European seabass",1400,"gillnets","demersal >=90 cm","high","non-destructive","demersal"
502682,"Dicentrarchus","European/spotted seabass",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600403,"Cynoscion analis","Peruvian weakfish",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600424,"Paralonchurus peruanus","Peruvian banded croaker",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
300007,"Lamniformes","Mackerel sharks",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
300007,"Lamniformes","Mackerel sharks",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
300007,"Lamniformes","Mackerel sharks",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
300007,"Lamniformes","Mackerel sharks",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
600136,"Scomberomorus sierra","Pacific sierra",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
590075,"Portunus","Swims crabs",840,"bottom trawls","lobsters crab","high","destructive","demersal"
590075,"Portunus","Swims crabs",500,"traps","lobsters crab","high","non-destructive","demersal"
590242,"Patella","Limpets",120,"by diving","demersal mollusc","low","non-destructive","demersal"
590242,"Patella","Limpets",830,"dredges","demersal mollusc","high","destructive","demersal"
590242,"Patella","Limpets",213,"raking devices","demersal mollusc","high","destructive","demersal"
590242,"Patella","Limpets",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
600027,"Lepidorhombus boscii","Fourspotted megrim",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
290012,"Holothuroidea","Sea cucumbers",831,"hand dredges","demersal mollusc","high","destructive","demersal"
400509,"Ambassidae","Asiatic glassfishes",421,"handlines","demersal <30 cm","low","non-destructive","demersal"
600646,"Aphanopus carbo","Black scabbardfish",840,"bottom trawls","benthopelagic >=90 cm","high","destructive","demersal"
600650,"Centrophorus lusitanicus","Lowfin gulper shark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
600650,"Centrophorus lusitanicus","Lowfin gulper shark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
600650,"Centrophorus lusitanicus","Lowfin gulper shark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
600650,"Centrophorus lusitanicus","Lowfin gulper shark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
601773,"Trachinotus ovatus","Derbio",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
602497,"Diplodus cervinus cervinus","Zebra seabream",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
602497,"Diplodus cervinus cervinus","Zebra seabream",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
602497,"Diplodus cervinus cervinus","Zebra seabream",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
602500,"Thalassoma pavo","Ornate wrasse",421,"handlines","reef-associated <30 cm","low","non-destructive","pelagic"
602500,"Thalassoma pavo","Ornate wrasse",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
602530,"Petromyzon marinus","Sea lamprey",1400,"gillnets","demersal >=90 cm","high","non-destructive","demersal"
602530,"Petromyzon marinus","Sea lamprey",850,"mid-water trawls","demersal >=90 cm","high","non-destructive","demersal"
602572,"Dasyatis centroura","Roughtail stingray",840,"bottom trawls","rays >=90 cm","high","destructive","demersal"
601692,"Anthias anthias","Swallowtail seaperch",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
601692,"Anthias anthias","Swallowtail seaperch",421,"handlines","reef-associated <30 cm","low","non-destructive","pelagic"
601706,"Chromis chromis","Damselfish",421,"handlines","reef-associated <30 cm","low","non-destructive","pelagic"
601706,"Chromis chromis","Damselfish",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
601722,"Lepidotrigla cavillone","Large-scaled gurnard",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
601722,"Lepidotrigla cavillone","Large-scaled gurnard",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
601732,"Mola mola","Ocean sunfish",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
601732,"Mola mola","Ocean sunfish",440,"pole line tuna","pelagic >=90 cm","low","non-destructive","pelagic"
601732,"Mola mola","Ocean sunfish",500,"traps","pelagic >=90 cm","high","non-destructive","pelagic"
600321,"Merluccius senegalensis","Senegalese hake",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
500912,"Priacanthus","Bigeyes",700,"bagnets","demersal 30 - 90 cm","low","non-destructive","demersal"
500912,"Priacanthus","Bigeyes",922,"boat seines","demersal 30 - 90 cm","high","non-destructive","demersal"
601279,"Trachurus picturatus","Blue jack mackerel",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
601279,"Trachurus picturatus","Blue jack mackerel",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
601279,"Trachurus picturatus","Blue jack mackerel",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
601320,"Beryx splendens","Splendid alfonsino",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
601320,"Beryx splendens","Splendid alfonsino",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
601320,"Beryx splendens","Splendid alfonsino",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
604538,"Dentex maroccanus","Morocco dentex",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
604538,"Dentex maroccanus","Morocco dentex",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
604538,"Dentex maroccanus","Morocco dentex",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
604538,"Dentex maroccanus","Morocco dentex",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
605007,"Pontinus kuhlii","Offshore rockfish",1400,"gillnets","bathydemersal 30 - 90 cm","high","non-destructive","demersal"
605066,"Pagrus auriga","Redbanded seabream",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
605066,"Pagrus auriga","Redbanded seabream",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
605066,"Pagrus auriga","Redbanded seabream",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
605094,"Lophius budegassa","Black-bellied angler",1400,"gillnets","bathydemersal >=90 cm","high","non-destructive","demersal"
605094,"Lophius budegassa","Black-bellied angler",1500,"tangle nets","bathydemersal >=90 cm","high","non-destructive","demersal"
605094,"Lophius budegassa","Black-bellied angler",840,"bottom trawls","bathydemersal >=90 cm","high","destructive","demersal"
605355,"Alosa fallax","Twaite shad",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600185,"Lutjanus vivanus","Silk snapper",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600206,"Pristipomoides macrophthalmus","Cardinal snapper",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
601206,"Epinephelus mystacinus","Misty grouper",840,"bottom trawls","bathydemersal >=90 cm","high","destructive","demersal"
601206,"Epinephelus mystacinus","Misty grouper",563,"pound nets","bathydemersal >=90 cm","low","non-destructive","demersal"
601206,"Epinephelus mystacinus","Misty grouper",420,"with gorges or hooks","bathydemersal >=90 cm","low","non-destructive","demersal"
601206,"Epinephelus mystacinus","Misty grouper",421,"handlines","bathydemersal >=90 cm","low","non-destructive","demersal"
601391,"Etelis oculatus","Queen snapper",420,"with gorges or hooks","bathydemersal >=90 cm","low","non-destructive","demersal"
601403,"Lutjanus analis","Mutton snapper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
605938,"Mustelus asterias","Starry smooth-hound",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
605938,"Mustelus asterias","Starry smooth-hound",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
605938,"Mustelus asterias","Starry smooth-hound",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
605938,"Mustelus asterias","Starry smooth-hound",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
608092,"Parapristipoma octolineatum","African striped grunt",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
608092,"Parapristipoma octolineatum","African striped grunt",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
608092,"Parapristipoma octolineatum","African striped grunt",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
608092,"Parapristipoma octolineatum","African striped grunt",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
611820,"Abudefduf luridus","Canary damsel",421,"handlines","reef-associated <30 cm","low","non-destructive","pelagic"
611820,"Abudefduf luridus","Canary damsel",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
600972,"Ablennes hians","Flat needlefish",1420,"driftnets","pelagic >=90 cm","high","non-destructive","pelagic"
600972,"Ablennes hians","Flat needlefish",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
600972,"Ablennes hians","Flat needlefish",850,"mid-water trawls","pelagic >=90 cm","high","non-destructive","pelagic"
600972,"Ablennes hians","Flat needlefish",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
600333,"Macroramphosus scolopax","Longspine snipefish",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
600700,"Scymnodon ringens","Knifetooth dogfish",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
600700,"Scymnodon ringens","Knifetooth dogfish",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
600700,"Scymnodon ringens","Knifetooth dogfish",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
600700,"Scymnodon ringens","Knifetooth dogfish",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
600718,"Oxynotus centrina","Angular roughshark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
600718,"Oxynotus centrina","Angular roughshark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
600753,"Isurus paucus","Longfin mako",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
690126,"Solen vagina","European razor clam",830,"dredges","demersal mollusc","high","destructive","demersal"
690126,"Solen vagina","European razor clam",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690126,"Solen vagina","European razor clam",213,"raking devices","demersal mollusc","high","destructive","demersal"
690126,"Solen vagina","European razor clam",120,"by diving","demersal mollusc","low","non-destructive","demersal"
600641,"Echinorhinus brucus","Bramble shark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
600641,"Echinorhinus brucus","Bramble shark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
600641,"Echinorhinus brucus","Bramble shark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
600641,"Echinorhinus brucus","Bramble shark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
690309,"Tapes pullastra","Pullet carpet shell",830,"dredges","demersal mollusc","high","destructive","demersal"
690309,"Tapes pullastra","Pullet carpet shell",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690309,"Tapes pullastra","Pullet carpet shell",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690309,"Tapes pullastra","Pullet carpet shell",213,"raking devices","demersal mollusc","high","destructive","demersal"
690343,"Plesiopenaeus edwardsianus","Scarlet shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
590260,"Sclerocrangon","Sculptured shrimps",840,"bottom trawls","shrimp","high","destructive","demersal"
690595,"Loligo forbesii","Veined Squid",850,"mid-water trawls","cephalopods","high","non-destructive","pelagic"
690595,"Loligo forbesii","Veined Squid",840,"bottom trawls","cephalopods","high","destructive","pelagic"
690595,"Loligo forbesii","Veined Squid",433,"squid hooks","cephalopods","low","non-destructive","pelagic"
690684,"Eledone cirrhosa","Horned octopus",850,"mid-water trawls","cephalopods","high","non-destructive","pelagic"
690759,"Pharus legumen","Bean solen",830,"dredges","demersal mollusc","high","destructive","demersal"
690759,"Pharus legumen","Bean solen",213,"raking devices","demersal mollusc","high","destructive","demersal"
690759,"Pharus legumen","Bean solen",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690759,"Pharus legumen","Bean solen",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
501486,"Lycodes","Eelpouts",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
590146,"Spisula","Surf clam",213,"raking devices","demersal mollusc","high","destructive","demersal"
590146,"Spisula","Surf clam",830,"dredges","demersal mollusc","high","destructive","demersal"
590146,"Spisula","Surf clam",120,"by diving","demersal mollusc","low","non-destructive","demersal"
590146,"Spisula","Surf clam",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
590065,"Chionoecetes","Pacific snow crabs",553,"box-like traps","lobsters crab","high","non-destructive","demersal"
600231,"Coregonus albula","Vendace",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600231,"Coregonus albula","Vendace",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600518,"Atheresthes evermanni","Kamchatka flounder",840,"bottom trawls","flatfish >=90 cm","high","destructive","demersal"
601470,"Clupeonella cultriventris","Black Sea sprat",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
600314,"Eleginus nawaga","Navaga",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600315,"Eleginus gracilis","Saffron cod",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600315,"Eleginus gracilis","Saffron cod",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600315,"Eleginus gracilis","Saffron cod",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
690608,"Erimacrus isenbeckii","Hair Crab",551,"pots","lobsters crab","high","non-destructive","demersal"
600718,"Oxynotus centrina","Angular roughshark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
600718,"Oxynotus centrina","Angular roughshark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
690196,"Ruditapes philippinarum","Japanese carpet shell",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690196,"Ruditapes philippinarum","Japanese carpet shell",213,"raking devices","demersal mollusc","high","destructive","demersal"
690196,"Ruditapes philippinarum","Japanese carpet shell",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690612,"Lithodes aequispinus","Same-spine stone crab",500,"traps","lobsters crab","high","non-destructive","demersal"
690612,"Lithodes aequispinus","Same-spine stone crab",551,"pots","lobsters crab","high","non-destructive","demersal"
690612,"Lithodes aequispinus","Same-spine stone crab",553,"box-like traps","lobsters crab","high","non-destructive","demersal"
690615,"Pandalopsis japonica","Sidestripe shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
690616,"Pandalus goniurus","Humpy shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
600512,"Anoplopoma fimbria","Sablefish",900,"seine nets","bathydemersal >=90 cm","high","non-destructive","demersal"
604791,"Mugil soiuy","So-iuy mullet",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
604791,"Mugil soiuy","So-iuy mullet",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
690617,"Pandalus hypsinotus","Humpback shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
690618,"Pandalus kessleri","Grass shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
605007,"Pontinus kuhlii","Offshore rockfish",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
605007,"Pontinus kuhlii","Offshore rockfish",420,"with gorges or hooks","bathydemersal 30 - 90 cm","low","non-destructive","demersal"
690620,"Paralithodes brevipes","Spiny king crab",551,"pots","lobsters crab","high","non-destructive","demersal"
600514,"Hippoglossus stenolepis","Pacific halibut",420,"with gorges or hooks","flatfish >=90 cm","low","non-destructive","demersal"
600504,"Sebastes alutus","Pacific ocean perch",900,"seine nets","demersal 30 - 90 cm","high","non-destructive","demersal"
604009,"Sebastolobus alascanus","Shortspine thornyhead",420,"with gorges or hooks","bathydemersal 30 - 90 cm","low","non-destructive","demersal"
604009,"Sebastolobus alascanus","Shortspine thornyhead",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
604009,"Sebastolobus alascanus","Shortspine thornyhead",1400,"gillnets","bathydemersal 30 - 90 cm","high","non-destructive","demersal"
690753,"Chaceon affinis","Deep-sea red crab",840,"bottom trawls","lobsters crab","high","destructive","demersal"
600874,"Carcharhinus limbatus","Blacktip shark",423,"drift lines","shark >=90 cm","high","non-destructive","demersal"
690622,"Paralithodes platypus","Blue King Crab",553,"box-like traps","lobsters crab","high","non-destructive","demersal"
600874,"Carcharhinus limbatus","Blacktip shark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
607703,"Plectorhinchus gaterinus","Blackspotted rubberlips",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
607703,"Plectorhinchus gaterinus","Blackspotted rubberlips",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
607703,"Plectorhinchus gaterinus","Blackspotted rubberlips",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
607931,"Crenidens crenidens","Karenteen seabream",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
601417,"Lutjanus bohar","Two-spot red snapper",421,"handlines","reef-associated >=90 cm","low","non-destructive","pelagic"
608166,"Rhabdosargus haffara","Haffara seabream",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
608166,"Rhabdosargus haffara","Haffara seabream",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
608166,"Rhabdosargus haffara","Haffara seabream",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
608315,"Plectorhinchus pictus","Trout sweetlips",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
608315,"Plectorhinchus pictus","Trout sweetlips",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
608315,"Plectorhinchus pictus","Trout sweetlips",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601452,"Chirocentrus nudus","Whitefin wolf-herring",850,"mid-water trawls","pelagic >=90 cm","high","non-destructive","pelagic"
605548,"Scarus ghobban","Blue-barred parrotfish",500,"traps","reef-associated >=90 cm","high","non-destructive","pelagic"
605889,"Scolopsis taeniatus","Black-streaked monocle bream",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
605983,"Mulloidichthys flavolineatus","Yellowstripe goatfish",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
605983,"Mulloidichthys flavolineatus","Yellowstripe goatfish",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
605983,"Mulloidichthys flavolineatus","Yellowstripe goatfish",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601843,"Lethrinus mahsena","Sky emperor",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601844,"Lethrinus borbonicus","Snubnose emperor",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601847,"Lethrinus obsoletus","Orange-striped emperor",500,"traps","demersal 30 - 90 cm","high","non-destructive","demersal"
