iso3c,animal,product,system,feedstuff,feeditem_kg_per_head
REU,pigs,meat,backyard,Grains from sorghum,9.8936
REU,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,19.4275
REU,pigs,meat,backyard,Household food waste and other organic material used as feed,64.4786
REU,pigs,meat,backyard,Leguminous beans,10.3025
REU,pigs,meat,backyard,Molasses,0.0908
REU,pigs,meat,backyard,Oil palm kernel expeller,0
REU,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,35.6195
REU,pigs,meat,backyard,Residual plant material such as stems from banana,4.1124
REU,pigs,meat,backyard,SYNTHETIC,0.0727
REU,pigs,meat,backyard,Wet by-product from grain industries,0
RWA,pigs,meat,backyard,Beans from soy,8.2808
RWA,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",8.8461
RWA,pigs,meat,backyard,By-products from cottonseed,4.1694
RWA,pigs,meat,backyard,By-products from soy,8.3667
RWA,pigs,meat,backyard,Crop residue from leguminous plants cultivation,20.8293
RWA,pigs,meat,backyard,Crop residues from sugarcane,37.1504
RWA,pigs,meat,backyard,Dry by-product from grain industries,18.2985
RWA,pigs,meat,backyard,FISHMEAL,0.0688
RWA,pigs,meat,backyard,Fruit from banana trees,2.2478
RWA,pigs,meat,backyard,Grains from barley (Hordeum vulgare),0
RWA,pigs,meat,backyard,Grains from maize (Zea mays),21.6357
RWA,pigs,meat,backyard,Grains from millet,14.3228
RWA,pigs,meat,backyard,Grains from rice,42.7442
RWA,pigs,meat,backyard,Grains from sorghum,12.2776
RWA,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,17.7887
RWA,pigs,meat,backyard,Household food waste and other organic material used as feed,68.7533
RWA,pigs,meat,backyard,Leguminous beans,9.8267
RWA,pigs,meat,backyard,Molasses,0.0859
RWA,pigs,meat,backyard,Oil palm kernel expeller,0
RWA,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,45.7919
RWA,pigs,meat,backyard,Residual plant material such as stems from banana,2.2478
RWA,pigs,meat,backyard,SYNTHETIC,0.0344
RWA,pigs,meat,backyard,Wet by-product from grain industries,0
SYC,pigs,meat,backyard,Beans from soy,7.8096
SYC,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",5.6227
SYC,pigs,meat,backyard,By-products from cottonseed,8.3377
SYC,pigs,meat,backyard,By-products from soy,8.3377
SYC,pigs,meat,backyard,Crop residue from leguminous plants cultivation,21.8097
SYC,pigs,meat,backyard,Crop residues from sugarcane,83.4061
SYC,pigs,meat,backyard,Dry by-product from grain industries,16.5478
SYC,pigs,meat,backyard,FISHMEAL,0.0928
SYC,pigs,meat,backyard,Fruit from banana trees,3.586
SYC,pigs,meat,backyard,Grains from barley (Hordeum vulgare),16.4527
SYC,pigs,meat,backyard,Grains from maize (Zea mays),19.0091
SYC,pigs,meat,backyard,Grains from millet,7.6853
SYC,pigs,meat,backyard,Grains from rice,31.5122
SYC,pigs,meat,backyard,Grains from sorghum,8.6272
SYC,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,16.9408
SYC,pigs,meat,backyard,Household food waste and other organic material used as feed,56.2252
SYC,pigs,meat,backyard,Leguminous beans,8.9838
SYC,pigs,meat,backyard,Molasses,0.0791
SYC,pigs,meat,backyard,Oil palm kernel expeller,0
SYC,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,31.0601
SYC,pigs,meat,backyard,Residual plant material such as stems from banana,3.586
SYC,pigs,meat,backyard,SYNTHETIC,0.0634
SYC,pigs,meat,backyard,Wet by-product from grain industries,0
SOM,pigs,meat,backyard,Beans from soy,0
SOM,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",0
SOM,pigs,meat,backyard,By-products from cottonseed,8.1721
SOM,pigs,meat,backyard,By-products from soy,0
SOM,pigs,meat,backyard,Crop residue from leguminous plants cultivation,25.1536
SOM,pigs,meat,backyard,Crop residues from sugarcane,76.0564
SOM,pigs,meat,backyard,Dry by-product from grain industries,9.5093
SOM,pigs,meat,backyard,FISHMEAL,0
SOM,pigs,meat,backyard,Fruit from banana trees,13.5161
SOM,pigs,meat,backyard,Grains from barley (Hordeum vulgare),5.74
SOM,pigs,meat,backyard,Grains from maize (Zea mays),29.5601
SOM,pigs,meat,backyard,Grains from millet,7.744
SOM,pigs,meat,backyard,Grains from rice,77.7342
SOM,pigs,meat,backyard,Grains from sorghum,5.6823
SOM,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,5.2744
SOM,pigs,meat,backyard,Household food waste and other organic material used as feed,0
SOM,pigs,meat,backyard,Leguminous beans,5.9912
SOM,pigs,meat,backyard,Molasses,0
SOM,pigs,meat,backyard,Oil palm kernel expeller,0
SOM,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,62.6035
SOM,pigs,meat,backyard,Residual plant material such as stems from banana,13.5161
SOM,pigs,meat,backyard,SYNTHETIC,0
SOM,pigs,meat,backyard,Wet by-product from grain industries,0
SSD,pigs,meat,backyard,Beans from soy,9.8976
SSD,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",4.6142
SSD,pigs,meat,backyard,By-products from cottonseed,11.5458
SSD,pigs,meat,backyard,By-products from soy,10.4224
SSD,pigs,meat,backyard,Crop residue from leguminous plants cultivation,22.6685
SSD,pigs,meat,backyard,Crop residues from sugarcane,69.6157
SSD,pigs,meat,backyard,Dry by-product from grain industries,17.4834
SSD,pigs,meat,backyard,FISHMEAL,0.0839
SSD,pigs,meat,backyard,Fruit from banana trees,4.801
SSD,pigs,meat,backyard,Grains from barley (Hordeum vulgare),11.0304
SSD,pigs,meat,backyard,Grains from maize (Zea mays),18.8945
SSD,pigs,meat,backyard,Grains from millet,8.3161
SSD,pigs,meat,backyard,Grains from rice,25.7224
SSD,pigs,meat,backyard,Grains from sorghum,10.7738
SSD,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,20.7684
SSD,pigs,meat,backyard,Household food waste and other organic material used as feed,58.4488
SSD,pigs,meat,backyard,Leguminous beans,8.4376
SSD,pigs,meat,backyard,Molasses,0.0551
SSD,pigs,meat,backyard,Oil palm kernel expeller,0
SSD,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,37.3319
SSD,pigs,meat,backyard,Residual plant material such as stems from banana,4.801
SSD,pigs,meat,backyard,SYNTHETIC,0.0627
SSD,pigs,meat,backyard,Wet by-product from grain industries,0
UGA,pigs,meat,backyard,Beans from soy,11.0602
UGA,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",10.9059
UGA,pigs,meat,backyard,By-products from cottonseed,8.0346
UGA,pigs,meat,backyard,By-products from soy,11.7917
UGA,pigs,meat,backyard,Crop residue from leguminous plants cultivation,13.8278
UGA,pigs,meat,backyard,Crop residues from sugarcane,59.3265
UGA,pigs,meat,backyard,Dry by-product from grain industries,16.7238
UGA,pigs,meat,backyard,FISHMEAL,0.1742
UGA,pigs,meat,backyard,Fruit from banana trees,1.364
UGA,pigs,meat,backyard,Grains from barley (Hordeum vulgare),21.5134
UGA,pigs,meat,backyard,Grains from maize (Zea mays),20.2174
UGA,pigs,meat,backyard,Grains from millet,12.2522
UGA,pigs,meat,backyard,Grains from rice,18.6786
UGA,pigs,meat,backyard,Grains from sorghum,9.903
UGA,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,17.9017
UGA,pigs,meat,backyard,Household food waste and other organic material used as feed,69.6725
UGA,pigs,meat,backyard,Leguminous beans,5.0556
UGA,pigs,meat,backyard,Molasses,0
UGA,pigs,meat,backyard,Oil palm kernel expeller,0
UGA,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,38.5259
UGA,pigs,meat,backyard,Residual plant material such as stems from banana,1.364
UGA,pigs,meat,backyard,SYNTHETIC,0.0697
UGA,pigs,meat,backyard,Wet by-product from grain industries,0
TZA,pigs,meat,backyard,Beans from soy,12.467
TZA,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",11.4054
TZA,pigs,meat,backyard,By-products from cottonseed,7.8419
TZA,pigs,meat,backyard,By-products from soy,12.467
TZA,pigs,meat,backyard,Crop residue from leguminous plants cultivation,23.3613
TZA,pigs,meat,backyard,Crop residues from sugarcane,123.7947
TZA,pigs,meat,backyard,Dry by-product from grain industries,16.8629
TZA,pigs,meat,backyard,FISHMEAL,0
TZA,pigs,meat,backyard,Fruit from banana trees,2.4935
TZA,pigs,meat,backyard,Grains from barley (Hordeum vulgare),31.0697
TZA,pigs,meat,backyard,Grains from maize (Zea mays),16.1785
TZA,pigs,meat,backyard,Grains from millet,11.3086
TZA,pigs,meat,backyard,Grains from rice,25.0792
TZA,pigs,meat,backyard,Grains from sorghum,12.4494
TZA,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,10.1007
TZA,pigs,meat,backyard,Household food waste and other organic material used as feed,0
TZA,pigs,meat,backyard,Leguminous beans,10.2636
TZA,pigs,meat,backyard,Molasses,0
TZA,pigs,meat,backyard,Oil palm kernel expeller,0
TZA,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,26.1383
TZA,pigs,meat,backyard,Residual plant material such as stems from banana,2.4935
TZA,pigs,meat,backyard,SYNTHETIC,0
TZA,pigs,meat,backyard,Wet by-product from grain industries,0
ZMB,pigs,meat,backyard,Beans from soy,16.3176
ZMB,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",6.851
ZMB,pigs,meat,backyard,By-products from cottonseed,10.7948
ZMB,pigs,meat,backyard,By-products from soy,17.6982
ZMB,pigs,meat,backyard,Crop residue from leguminous plants cultivation,13.5799
ZMB,pigs,meat,backyard,Crop residues from sugarcane,91.3046
ZMB,pigs,meat,backyard,Dry by-product from grain industries,20.6457
ZMB,pigs,meat,backyard,FISHMEAL,0
ZMB,pigs,meat,backyard,Fruit from banana trees,1.1716
ZMB,pigs,meat,backyard,Grains from barley (Hordeum vulgare),1.0354
ZMB,pigs,meat,backyard,Grains from maize (Zea mays),22.0142
ZMB,pigs,meat,backyard,Grains from millet,8.0283
ZMB,pigs,meat,backyard,Grains from rice,14.7572
ZMB,pigs,meat,backyard,Grains from sorghum,6.669
ZMB,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,53.5399
ZMB,pigs,meat,backyard,Household food waste and other organic material used as feed,34.5143
ZMB,pigs,meat,backyard,Leguminous beans,5.0243
ZMB,pigs,meat,backyard,Molasses,0.3451
ZMB,pigs,meat,backyard,Oil palm kernel expeller,0
ZMB,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,19.5424
ZMB,pigs,meat,backyard,Residual plant material such as stems from banana,1.1716
ZMB,pigs,meat,backyard,SYNTHETIC,0.1381
ZMB,pigs,meat,backyard,Wet by-product from grain industries,0
ZWE,pigs,meat,backyard,Beans from soy,15.4791
ZWE,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",5.1119
ZWE,pigs,meat,backyard,By-products from cottonseed,8.0867
ZWE,pigs,meat,backyard,By-products from soy,16.5297
ZWE,pigs,meat,backyard,Crop residue from leguminous plants cultivation,15.4465
ZWE,pigs,meat,backyard,Crop residues from sugarcane,71.4401
ZWE,pigs,meat,backyard,Dry by-product from grain industries,7.0676
ZWE,pigs,meat,backyard,FISHMEAL,0.2802
ZWE,pigs,meat,backyard,Fruit from banana trees,2.0091
ZWE,pigs,meat,backyard,Grains from barley (Hordeum vulgare),60.6725
ZWE,pigs,meat,backyard,Grains from maize (Zea mays),9.1014
ZWE,pigs,meat,backyard,Grains from millet,2.3536
ZWE,pigs,meat,backyard,Grains from rice,11.3641
ZWE,pigs,meat,backyard,Grains from sorghum,2.9759
ZWE,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,27.8242
ZWE,pigs,meat,backyard,Household food waste and other organic material used as feed,70.0398
ZWE,pigs,meat,backyard,Leguminous beans,4.8185
ZWE,pigs,meat,backyard,Molasses,0
ZWE,pigs,meat,backyard,Oil palm kernel expeller,0
ZWE,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,17.4489
ZWE,pigs,meat,backyard,Residual plant material such as stems from banana,2.0091
ZWE,pigs,meat,backyard,SYNTHETIC,0.1401
ZWE,pigs,meat,backyard,Wet by-product from grain industries,0
AGO,pigs,meat,backyard,Beans from soy,5.719
AGO,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",7.9331
AGO,pigs,meat,backyard,By-products from cottonseed,15.1396
AGO,pigs,meat,backyard,By-products from soy,6.2345
AGO,pigs,meat,backyard,Crop residue from leguminous plants cultivation,15.0908
AGO,pigs,meat,backyard,Crop residues from sugarcane,42.2451
AGO,pigs,meat,backyard,Dry by-product from grain industries,6.8654
AGO,pigs,meat,backyard,FISHMEAL,0.1374
AGO,pigs,meat,backyard,Fruit from banana trees,7.0646
AGO,pigs,meat,backyard,Grains from barley (Hordeum vulgare),0
AGO,pigs,meat,backyard,Grains from maize (Zea mays),8.2962
AGO,pigs,meat,backyard,Grains from millet,2.5122
AGO,pigs,meat,backyard,Grains from rice,9.6714
AGO,pigs,meat,backyard,Grains from sorghum,3.1461
AGO,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,75.2789
AGO,pigs,meat,backyard,Household food waste and other organic material used as feed,68.7221
AGO,pigs,meat,backyard,Leguminous beans,4.1532
AGO,pigs,meat,backyard,Molasses,0
AGO,pigs,meat,backyard,Oil palm kernel expeller,0
AGO,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,58.2674
AGO,pigs,meat,backyard,Residual plant material such as stems from banana,7.0646
AGO,pigs,meat,backyard,SYNTHETIC,0.0687
AGO,pigs,meat,backyard,Wet by-product from grain industries,0
CMR,pigs,meat,backyard,Beans from soy,11.5262
CMR,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",0
CMR,pigs,meat,backyard,By-products from cottonseed,16.8875
CMR,pigs,meat,backyard,By-products from soy,11.5262
CMR,pigs,meat,backyard,Crop residue from leguminous plants cultivation,28.6059
CMR,pigs,meat,backyard,Crop residues from sugarcane,14.2424
CMR,pigs,meat,backyard,Dry by-product from grain industries,22.5677
CMR,pigs,meat,backyard,FISHMEAL,0
CMR,pigs,meat,backyard,Fruit from banana trees,7.7897
CMR,pigs,meat,backyard,Grains from barley (Hordeum vulgare),0
CMR,pigs,meat,backyard,Grains from maize (Zea mays),26.2763
CMR,pigs,meat,backyard,Grains from millet,16.3876
CMR,pigs,meat,backyard,Grains from rice,21.096
CMR,pigs,meat,backyard,Grains from sorghum,19.6104
CMR,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,33.4928
CMR,pigs,meat,backyard,Household food waste and other organic material used as feed,0
CMR,pigs,meat,backyard,Leguminous beans,13.6939
CMR,pigs,meat,backyard,Molasses,0
CMR,pigs,meat,backyard,Oil palm kernel expeller,0
CMR,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,70.6486
CMR,pigs,meat,backyard,Residual plant material such as stems from banana,7.7897
CMR,pigs,meat,backyard,SYNTHETIC,0
CMR,pigs,meat,backyard,Wet by-product from grain industries,0
CAF,pigs,meat,backyard,Beans from soy,13.7756
CAF,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",5.6094
CAF,pigs,meat,backyard,By-products from cottonseed,8.1722
CAF,pigs,meat,backyard,By-products from soy,13.8596
CAF,pigs,meat,backyard,Crop residue from leguminous plants cultivation,35.1317
CAF,pigs,meat,backyard,Crop residues from sugarcane,12.6696
CAF,pigs,meat,backyard,Dry by-product from grain industries,18.7851
CAF,pigs,meat,backyard,FISHMEAL,0.0672
CAF,pigs,meat,backyard,Fruit from banana trees,3.5881
CAF,pigs,meat,backyard,Grains from barley (Hordeum vulgare),0
CAF,pigs,meat,backyard,Grains from maize (Zea mays),20.0586
CAF,pigs,meat,backyard,Grains from millet,13.4367
CAF,pigs,meat,backyard,Grains from rice,25.4118
CAF,pigs,meat,backyard,Grains from sorghum,16.0374
CAF,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,42.1185
CAF,pigs,meat,backyard,Household food waste and other organic material used as feed,67.1723
CAF,pigs,meat,backyard,Leguminous beans,17.3876
CAF,pigs,meat,backyard,Molasses,0.084
CAF,pigs,meat,backyard,Oil palm kernel expeller,0
CAF,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,18.8745
CAF,pigs,meat,backyard,Residual plant material such as stems from banana,3.5881
CAF,pigs,meat,backyard,SYNTHETIC,0.0336
CAF,pigs,meat,backyard,Wet by-product from grain industries,0
TCD,pigs,meat,backyard,Beans from soy,11.1556
TCD,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",2.3379
TCD,pigs,meat,backyard,By-products from cottonseed,6.5567
TCD,pigs,meat,backyard,By-products from soy,11.7014
TCD,pigs,meat,backyard,Crop residue from leguminous plants cultivation,20.9452
TCD,pigs,meat,backyard,Crop residues from sugarcane,109.4193
TCD,pigs,meat,backyard,Dry by-product from grain industries,9.1328
TCD,pigs,meat,backyard,FISHMEAL,0.1455
TCD,pigs,meat,backyard,Fruit from banana trees,0.5327
TCD,pigs,meat,backyard,Grains from barley (Hordeum vulgare),0
TCD,pigs,meat,backyard,Grains from maize (Zea mays),14.1605
TCD,pigs,meat,backyard,Grains from millet,6.5302
TCD,pigs,meat,backyard,Grains from rice,16.1598
TCD,pigs,meat,backyard,Grains from sorghum,9.1881
TCD,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,25.3029
TCD,pigs,meat,backyard,Household food waste and other organic material used as feed,72.7729
TCD,pigs,meat,backyard,Leguminous beans,8.7468
TCD,pigs,meat,backyard,Molasses,0
TCD,pigs,meat,backyard,Oil palm kernel expeller,0
TCD,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,38.4709
TCD,pigs,meat,backyard,Residual plant material such as stems from banana,0.5327
TCD,pigs,meat,backyard,SYNTHETIC,0.0728
TCD,pigs,meat,backyard,Wet by-product from grain industries,0
COG,pigs,meat,backyard,Beans from soy,14.7715
COG,pigs,meat,backyard,"By-product from oil production other than soy, cottonse",13.9359
COG,pigs,meat,backyard,By-products from cottonseed,1.9128
COG,pigs,meat,backyard,By-products from soy,15.4542
COG,pigs,meat,backyard,Crop residue from leguminous plants cultivation,33.027
COG,pigs,meat,backyard,Crop residues from sugarcane,69.5351
COG,pigs,meat,backyard,Dry by-product from grain industries,16.0895
COG,pigs,meat,backyard,FISHMEAL,0
COG,pigs,meat,backyard,Fruit from banana trees,5.5252
COG,pigs,meat,backyard,Grains from barley (Hordeum vulgare),0.5749
COG,pigs,meat,backyard,Grains from maize (Zea mays),16.6669
COG,pigs,meat,backyard,Grains from millet,5.7869
COG,pigs,meat,backyard,Grains from rice,12.4884
COG,pigs,meat,backyard,Grains from sorghum,2.8942
COG,pigs,meat,backyard,Grains from wheat (Triticum aestivum).,0.7905
COG,pigs,meat,backyard,Household food waste and other organic material used as feed,71.8648
COG,pigs,meat,backyard,Leguminous beans,13.9844
COG,pigs,meat,backyard,Molasses,0
COG,pigs,meat,backyard,Oil palm kernel expeller,0
COG,pigs,meat,backyard,Pellets from cassava (Manihot esculenta) roots,58.4243
COG,pigs,meat,backyard,Residual plant material such as stems from banana,5.5252
COG,pigs,meat,backyard,SYNTHETIC,0.0719
COG,pigs,meat,backyard,Wet by-product from grain industries,0
