species,isscaap,isscaap_num,global_catch,common_name,Genus,Subfamily,Family,Order,Class,SuperClass
Sardinops sagax,Herrings sardines anchovies,35,874575.42483,NA,Sardinops,Alosinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Sargocentron spiniferum,Redfishes basses congers,33,74.70404,NA,Sargocentron,Holocentrinae,Holocentridae,Beryciformes,Actinopterygii,Osteichthyes
Sarpa salpa,Redfishes basses congers,33,6940.82199,NA,Sarpa,NA,Sparidae,Perciformes,Actinopterygii,Osteichthyes
Saurida tumbil,Redfishes basses congers,33,30287.21734,NA,Saurida,Harpadontinae,Synodontidae,Aulopiformes,Actinopterygii,Osteichthyes
Saurida undosquamis,Redfishes basses congers,33,9.60479,NA,Saurida,Harpadontinae,Synodontidae,Aulopiformes,Actinopterygii,Osteichthyes
Saxidomus gigantea,Clams cockles arkshells,56,217.31197,NA,NA,NA,NA,NA,NA,NA
Scaridae,Redfishes basses congers,33,20208.03402,NA,NA,NA,NA,NA,NA,NA
Scarus ghobban,Redfishes basses congers,33,114.54263999999999,NA,Scarus,Scarinae,Scaridae,Perciformes,Actinopterygii,Osteichthyes
Scarus persicus,Redfishes basses congers,33,1133.1551,NA,Scarus,Scarinae,Scaridae,Perciformes,Actinopterygii,Osteichthyes
Scatophagus,Misc Finfishes,39,2267.60946,NA,NA,NA,NA,NA,NA,NA
Sciaena umbra,Redfishes basses congers,33,918.51885,NA,Sciaena,NA,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes
Sciaenidae,Redfishes basses congers,33,801411.02784,NA,NA,NA,NA,NA,NA,NA
Sciaenops ocellatus,Redfishes basses congers,33,30.24989,NA,Sciaenops,NA,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes
Sclerocrangon,Shrimps prawns,45,264.16722,NA,NA,NA,NA,NA,NA,NA
Scolopsis,Redfishes basses congers,33,14553.67126,NA,NA,NA,NA,NA,NA,NA
Scolopsis taeniatus,Redfishes basses congers,33,1064.37262,NA,NA,NA,NA,NA,NA,NA
Scomber,Tunas bonitos billfishes,36,82622.57487,NA,NA,NA,NA,NA,NA,NA
Scomber australasicus,Tunas bonitos billfishes,36,15682.06451,NA,Scomber,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomber japonicus,Tunas bonitos billfishes,36,1976918.1894399999,Scomber,Scomber,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomber scombrus,Tunas bonitos billfishes,36,525026.61893,NA,Scomber,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberesocidae,Jacks mullets sauries,34,20.87511,NA,NA,NA,NA,NA,NA,NA
Scomberesox saurus saurus,Jacks mullets sauries,34,748.51167,NA,NA,NA,NA,NA,NA,NA
Scomberoides,Mackerels snoeks cutlassfishes,37,41427.31,NA,NA,NA,NA,NA,NA,NA
Scomberoides commersonnianus,Mackerels snoeks cutlassfishes,37,95308.87776,NA,Scomberoides,Scomberoidinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Scomberoides lysan,Mackerels snoeks cutlassfishes,37,382.65403,NA,Scomberoides,Scomberoidinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Scomberoides tol,Mackerels snoeks cutlassfishes,37,261.88811,NA,Scomberoides,Scomberoidinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus,Tunas bonitos billfishes,36,431860.87907,NA,NA,NA,NA,NA,NA,NA
Scomberomorus brasiliensis,Tunas bonitos billfishes,36,4615.82052,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus cavalla,Tunas bonitos billfishes,36,15460.50386,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus commerson,Tunas bonitos billfishes,36,472461.2345,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus guttatus,Tunas bonitos billfishes,36,131016.36968,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus lineolatus,Tunas bonitos billfishes,36,261.99072,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus maculatus,Tunas bonitos billfishes,36,10170.72456,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus niphonius,Tunas bonitos billfishes,36,64681.02956,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus regalis,Tunas bonitos billfishes,36,452.30361,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus sierra,Tunas bonitos billfishes,36,16463.42474,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scomberomorus tritor,Tunas bonitos billfishes,36,27878.95498,NA,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Scombridae,Tunas bonitos billfishes,36,124639.0501,NA,NA,NA,NA,NA,NA,NA
Scombroids,Tunas bonitos billfishes,36,520570.12748,NA,NA,NA,NA,NA,NA,NA
Scophthalmidae,Flounders halibuts soles,31,32.9536,NA,NA,NA,NA,NA,NA,NA
Scophthalmus aquosus,Flounders halibuts soles,31,13.5331,NA,Scophthalmus,NA,Scophthalmidae,Pleuronectiformes,Actinopterygii,Osteichthyes
Scophthalmus rhombus,Flounders halibuts soles,31,2889.18056,NA,Scophthalmus,NA,Scophthalmidae,Pleuronectiformes,Actinopterygii,Osteichthyes
Scorpaena,Jacks mullets sauries,34,166.63271,NA,NA,NA,NA,NA,NA,NA
Scorpaena porcus,Jacks mullets sauries,34,378.82249,NA,Scorpaena,Scorpaeninae,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Scorpaena scrofa,Jacks mullets sauries,34,812.89733,NA,Scorpaena,Scorpaeninae,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Scorpaenichthys marmoratus,Misc Finfishes,39,53.08627,NA,Scorpaenichthys,NA,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Scorpaenidae,Jacks mullets sauries,34,45860.32663,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Misc Finfishes,39,771.32889,NA,NA,NA,NA,NA,NA,NA
Scyliorhinidae,Sharks rays skates etc,38,43.51604,NA,NA,NA,NA,NA,NA,NA
Scyliorhinus,Sharks rays skates etc,38,915.36359,NA,NA,NA,NA,NA,NA,NA
Scyliorhinus canicula,Sharks rays skates etc,38,6101.25385,NA,Scyliorhinus,NA,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes
Scyliorhinus stellaris,Sharks rays skates etc,38,590.69093,NA,Scyliorhinus,NA,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes
Scylla serrata,Sea-spiders crabs,42,160643.28618,NA,NA,NA,NA,NA,NA,NA
Scyllaridae,Lobsters spiny-rock lobsters,43,711.4889900000001,NA,NA,NA,NA,NA,NA,NA
Scyllarides,Lobsters spiny-rock lobsters,43,0.21201,NA,NA,NA,NA,NA,NA,NA
Scyllarides latus,Lobsters spiny-rock lobsters,43,126.10898,NA,NA,NA,NA,NA,NA,NA
Scymnodon ringens,Sharks rays skates etc,38,124.80886,NA,Scymnodon,NA,Somniosidae,Squaliformes,Elasmobranchii,Chondrichthyes
Sea-urchins and other echinoderms,Seacucumbers Echinoderms starfish nei,76,15.66613,NA,NA,NA,NA,NA,NA,NA
Sebastes,Redfishes basses congers,33,98378.74699,NA,NA,NA,NA,NA,NA,NA
Sebastes alutus,Redfishes basses congers,33,57827.70849,Salmon canary,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes entomelas,Redfishes basses congers,33,6244.78156,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes flavidus,Redfishes basses congers,33,2918.72331,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes goodei,Redfishes basses congers,33,183.56389,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes marinus,Redfishes basses congers,33,63415.14567,NA,NA,NA,NA,NA,NA,NA
Sebastes melanops,Redfishes basses congers,33,181.71826,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes mentella,Redfishes basses congers,33,82539.91738,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes pinniger,Redfishes basses congers,33,268.49374,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastes viviparus,Redfishes basses congers,33,25.46711,NA,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Sebastolobus alascanus,Redfishes basses congers,33,1204.90927,NA,Sebastolobus,Sebastolobinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes
Selar crumenophthalmus,Mackerels snoeks cutlassfishes,37,232015.5862,NA,Selar,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Selaroides leptolepis,Mackerels snoeks cutlassfishes,37,416184.45311,NA,Selaroides,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Selene dorsalis,Mackerels snoeks cutlassfishes,37,3901.23405,NA,Selene,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Selene setapinnis,Mackerels snoeks cutlassfishes,37,2791.72,NA,Selene,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Semele solida,Clams cockles arkshells,56,731.38439,NA,NA,NA,NA,NA,NA,NA
Semicossyphus pulcher,Redfishes basses congers,33,23.71893,NA,Semicossyphus,NA,Labridae,Perciformes,Actinopterygii,Osteichthyes
Sepia officinalis,Squids cuttlefishes octopuses,57,24110.65933,NA,NA,NA,NA,NA,NA,NA
Sepiida,Squids cuttlefishes octopuses,57,510178.19169,NA,NA,NA,NA,NA,NA,NA
Sepiidae,Squids cuttlefishes octopuses,57,47015.29598,NA,NA,NA,NA,NA,NA,NA
Sergestidae,Shrimps prawns,45,110080.40723,NA,NA,NA,NA,NA,NA,NA
Seriola,Mackerels snoeks cutlassfishes,37,539.40031,NA,NA,NA,NA,NA,NA,NA
Seriola dumerili,Mackerels snoeks cutlassfishes,37,6451.96924,Rock salmon,Seriola,Naucratinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Seriola lalandi,Mackerels snoeks cutlassfishes,37,5071.52837,NA,Seriola,Naucratinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Seriolella,Jacks mullets sauries,34,4135.94275,NA,NA,NA,NA,NA,NA,NA
Seriolella brama,Jacks mullets sauries,34,2562.59281,NA,Seriolella,NA,Centrolophidae,Perciformes,Actinopterygii,Osteichthyes
Seriolella caerulea,Jacks mullets sauries,34,1120.51716,NA,Seriolella,NA,Centrolophidae,Perciformes,Actinopterygii,Osteichthyes
Seriolella porosa,Jacks mullets sauries,34,1872.3948,NA,Seriolella,NA,Centrolophidae,Perciformes,Actinopterygii,Osteichthyes
Seriolella punctata,Jacks mullets sauries,34,9744.73922,NA,Seriolella,NA,Centrolophidae,Perciformes,Actinopterygii,Osteichthyes
Seriolina nigrofasciata,Mackerels snoeks cutlassfishes,37,876.86386,NA,Seriolina,Naucratinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Serranidae,Redfishes basses congers,33,79539.41942,NA,NA,NA,NA,NA,NA,NA
Serranus,Redfishes basses congers,33,76.38452,NA,NA,NA,NA,NA,NA,NA
Serranus cabrilla,Redfishes basses congers,33,306.84342,NA,Serranus,Serraninae,Serranidae,Perciformes,Actinopterygii,Osteichthyes
Sharks rays chimaeras,Sharks rays skates etc,38,222479.42184,NA,NA,NA,NA,NA,NA,NA
Shrimps prawns,Shrimps prawns,45,1733376.21458,NA,NA,NA,NA,NA,NA,NA
Sicyonia brevirostris,Shrimps prawns,45,325.26283,NA,NA,NA,NA,NA,NA,NA
Sicyonia ingentis,Shrimps prawns,45,212.3789,NA,NA,NA,NA,NA,NA,NA
Siganus,Misc Finfishes,39,502608.22498,NA,NA,NA,NA,NA,NA,NA
Siliqua patula,Clams cockles arkshells,56,23.62084,NA,NA,NA,NA,NA,NA,NA
Sillaginidae,Redfishes basses congers,33,23449.00119,NA,NA,NA,NA,NA,NA,NA
Sillago sihama,Redfishes basses congers,33,2710.55915,NA,Sillago,NA,Sillaginidae,Perciformes,Actinopterygii,Osteichthyes
Solea,Flounders halibuts soles,31,291.06817,NA,NA,NA,NA,NA,NA,NA
Solea senegalensis,Flounders halibuts soles,31,50.38853,NA,Solea,NA,Soleidae,Pleuronectiformes,Actinopterygii,Osteichthyes
Solea solea,Flounders halibuts soles,31,37103.84408,NA,Solea,NA,Soleidae,Pleuronectiformes,Actinopterygii,Osteichthyes
Soleidae,Flounders halibuts soles,31,25177.15697,NA,NA,NA,NA,NA,NA,NA
Solen,Clams cockles arkshells,56,2360.06127,NA,NA,NA,NA,NA,NA,NA
Solen vagina,Clams cockles arkshells,56,16.37778,NA,NA,NA,NA,NA,NA,NA
Solenidae,Clams cockles arkshells,56,2375.2189,NA,NA,NA,NA,NA,NA,NA
Solenocera agassizii,Shrimps prawns,45,66.82279,NA,NA,NA,NA,NA,NA,NA
Somniosus microcephalus,Sharks rays skates etc,38,136.08104,NA,Somniosus,NA,Somniosidae,Squaliformes,Elasmobranchii,Chondrichthyes
Somniosus rostratus,Sharks rays skates etc,38,3.43606,NA,Somniosus,NA,Somniosidae,Squaliformes,Elasmobranchii,Chondrichthyes
Sparidae,Redfishes basses congers,33,300285.68281,NA,NA,NA,NA,NA,NA,NA
Sparisoma cretense,Redfishes basses congers,33,617.93996,NA,Sparisoma,Sparisomatinae,Scaridae,Perciformes,Actinopterygii,Osteichthyes
Sparus aurata,Redfishes basses congers,33,24378.01796,NA,Sparus,NA,Sparidae,Perciformes,Actinopterygii,Osteichthyes
Spectrunculus grandis,Jacks mullets sauries,34,5.45719,NA,Spectrunculus,Neobythitinae,Ophidiidae,Ophidiiformes,Actinopterygii,Osteichthyes
Sphoeroides,Redfishes basses congers,33,1.00596,NA,NA,NA,NA,NA,NA,NA
Sphoeroides maculatus,Redfishes basses congers,33,46.40071,NA,Sphoeroides,Tetraodontinae,Tetraodontidae,Tetraodontiformes,Actinopterygii,Osteichthyes
Sphyraena,Misc Finfishes,39,190208.89092,NA,NA,NA,NA,NA,NA,NA
Sphyraena barracuda,Misc Finfishes,39,51232.36256,NA,Sphyraena,NA,Sphyraenidae,Perciformes,Actinopterygii,Osteichthyes
Sphyraena jello,Misc Finfishes,39,873.36777,NA,Sphyraena,NA,Sphyraenidae,Perciformes,Actinopterygii,Osteichthyes
Sphyraena obtusata,Misc Finfishes,39,208.12027,NA,Sphyraena,NA,Sphyraenidae,Perciformes,Actinopterygii,Osteichthyes
Sphyrna,Sharks rays skates etc,38,9794.6003,NA,NA,NA,NA,NA,NA,NA
Sphyrna lewini,Sharks rays skates etc,38,474.22724,NA,Sphyrna,NA,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes
Sphyrna zygaena,Sharks rays skates etc,38,159.04114,NA,Sphyrna,NA,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes
Sphyrnidae,Sharks rays skates etc,38,4.02455,NA,NA,NA,NA,NA,NA,NA
Spicara,Misc Finfishes,39,3643.84825,NA,NA,NA,NA,NA,NA,NA
Spicara maena,Misc Finfishes,39,2012.64694,NA,Spicara,NA,Sparidae,Perciformes,Actinopterygii,Osteichthyes
Spicara smaris,Misc Finfishes,39,1139.04782,NA,Spicara,NA,Sparidae,Perciformes,Actinopterygii,Osteichthyes
Spisula,Clams cockles arkshells,56,1771.38013,NA,NA,NA,NA,NA,NA,NA
Spisula solida,Clams cockles arkshells,56,1528.81243,NA,NA,NA,NA,NA,NA,NA
Spisula solidissima,Clams cockles arkshells,56,125774.85214,NA,NA,NA,NA,NA,NA,NA
Spondyliosoma cantharus,Redfishes basses congers,33,9888.05064,NA,Spondyliosoma,NA,Sparidae,Perciformes,Actinopterygii,Osteichthyes
Spratelloides gracilis,Herrings sardines anchovies,35,19.56823,NA,Spratelloides,Incertae sedis,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Sprattus fuegensis,Herrings sardines anchovies,35,23054.67026,NA,Sprattus,Clupeinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Sprattus sprattus,Herrings sardines anchovies,35,660215.66953,NA,Sprattus,Clupeinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Squalidae,Sharks rays skates etc,38,7991.75678,NA,NA,NA,NA,NA,NA,NA
Squaliformes,Sharks rays skates etc,38,166.80381,NA,NA,NA,NA,NA,NA,NA
Squalus,Sharks rays skates etc,38,542.02876,NA,NA,NA,NA,NA,NA,NA
Squalus acanthias,Sharks rays skates etc,38,22101.01031,Darwen salmon,Squalus,NA,Squalidae,Squaliformes,Elasmobranchii,Chondrichthyes
Squalus acanthias,Sharks rays skates etc,38,22101.01031,Rock salmon,Squalus,NA,Squalidae,Squaliformes,Elasmobranchii,Chondrichthyes
Squatina argentina,Sharks rays skates etc,38,2555.182,NA,Squatina,NA,Squatinidae,Squatiniformes,Elasmobranchii,Chondrichthyes
Squatina squatina,Sharks rays skates etc,38,154.6622,NA,Squatina,NA,Squatinidae,Squatiniformes,Elasmobranchii,Chondrichthyes
Squatinidae,Sharks rays skates etc,38,3229.16159,NA,NA,NA,NA,NA,NA,NA
Squilla mantis,Marine crustaceans nei,47,16119.86374,NA,NA,NA,NA,NA,NA,NA
Squillidae,Marine crustaceans nei,47,554019.10883,NA,NA,NA,NA,NA,NA,NA
Starfish and other echinoderms,Seacucumbers Echinoderms starfish nei,76,4320.13159,NA,NA,NA,NA,NA,NA,NA
Stenotomus chrysops,Redfishes basses congers,33,7032.66903,NA,Stenotomus,NA,Sparidae,Perciformes,Actinopterygii,Osteichthyes
Stephanolepis cirrhifer,Misc Finfishes,39,1800.49696,NA,Stephanolepis,NA,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes
Stereolepis gigas,Misc Finfishes,39,4.12505,NA,Stereolepis,NA,Polyprionidae,Perciformes,Actinopterygii,Osteichthyes
Stolephorus,Herrings sardines anchovies,35,608883.9992,NA,NA,NA,NA,NA,NA,NA
Stomatopoda,Marine crustaceans nei,47,6775.70384,NA,NA,NA,NA,NA,NA,NA
Strangomera bentincki,Herrings sardines anchovies,35,411907.01479,NA,Strangomera,Clupeinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Stromateidae,Mackerels snoeks cutlassfishes,37,175516.5779,NA,NA,NA,NA,NA,NA,NA
Stromateus fiatola,Mackerels snoeks cutlassfishes,37,10570.20641,NA,Stromateus,NA,Stromateidae,Perciformes,Actinopterygii,Osteichthyes
Strombus,Abalones winkles conchs,52,48276.73945,NA,NA,NA,NA,NA,NA,NA
Synodontidae,Redfishes basses congers,33,316117.27229,NA,NA,NA,NA,NA,NA,NA
Tapes,Clams cockles arkshells,56,59.0692,NA,NA,NA,NA,NA,NA,NA
Tapes pullastra,Clams cockles arkshells,56,756.1473,NA,NA,NA,NA,NA,NA,NA
Tapes rhomboides,Clams cockles arkshells,56,0.43678,NA,NA,NA,NA,NA,NA,NA
Taractichthys steindachneri,Mackerels snoeks cutlassfishes,37,47.34213,NA,Taractichthys,NA,Bramidae,Perciformes,Actinopterygii,Osteichthyes
Tautoga onitis,Redfishes basses congers,33,140.22414,NA,Tautoga,NA,Labridae,Perciformes,Actinopterygii,Osteichthyes
Tautogolabrus adspersus,Redfishes basses congers,33,1.43083,NA,Tautogolabrus,NA,Labridae,Perciformes,Actinopterygii,Osteichthyes
Tawera gayi,Clams cockles arkshells,56,6222.71331,NA,NA,NA,NA,NA,NA,NA
Tellina,Clams cockles arkshells,56,8.01304,NA,NA,NA,NA,NA,NA,NA
Tenualosa ilisha,Shads,24,693800.5191,NA,Tenualosa,Dorosomatinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Tenualosa toli,Shads,24,7320.9613500000005,Big-mouthed tenualosa,Tenualosa,Dorosomatinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes
Terapon jarbua,Redfishes basses congers,33,66652.81539,NA,Terapon,NA,Terapontidae,Perciformes,Actinopterygii,Osteichthyes
Tetraodontidae,Redfishes basses congers,33,31235.70939,NA,NA,NA,NA,NA,NA,NA
Tetrapturus albidus,Tunas bonitos billfishes,36,480.65098,NA,NA,NA,NA,NA,NA,NA
Tetrapturus angustirostris,Tunas bonitos billfishes,36,817.96195,NA,Tetrapturus,NA,Istiophoridae,Perciformes,Actinopterygii,Osteichthyes
Tetrapturus audax,Tunas bonitos billfishes,36,9362.23468,NA,NA,NA,NA,NA,NA,NA
Tetrapturus pfluegeri,Tunas bonitos billfishes,36,387.12234,NA,Tetrapturus,NA,Istiophoridae,Perciformes,Actinopterygii,Osteichthyes
Teuthida,Squids cuttlefishes octopuses,57,798297.37654,NA,NA,NA,NA,NA,NA,NA
Thalassoma pavo,Redfishes basses congers,33,0.41429,NA,Thalassoma,Corinae,Labridae,Perciformes,Actinopterygii,Osteichthyes
Thaleichthys pacificus,Salmons trouts smelts,23,1.56415,NA,Thaleichthys,NA,Osmeridae,Osmeriformes,Actinopterygii,Osteichthyes
Thenus orientalis,Lobsters spiny-rock lobsters,43,3625.98812,NA,NA,NA,NA,NA,NA,NA
Theragra chalcogramma,Cods hakes haddocks,32,3952920.682,NA,NA,NA,NA,NA,NA,NA
Thunnus,Tunas bonitos billfishes,36,1350.35254,NA,NA,NA,NA,NA,NA,NA
Thunnus alalunga,Tunas bonitos billfishes,36,254109.69854000013,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus albacares,Tunas bonitos billfishes,36,1583719.6855300004,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus atlanticus,Tunas bonitos billfishes,36,1612.19008,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus maccoyii,Tunas bonitos billfishes,36,13889.57269,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus obesus,Tunas bonitos billfishes,36,503214.49579000013,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus orientalis,Tunas bonitos billfishes,36,32724.38534,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus thynnus,Tunas bonitos billfishes,36,29989.918469999997,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thunnus tonggol,Tunas bonitos billfishes,36,304900.70722,NA,Thunnus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes
Thyrsites atun,Mackerels snoeks cutlassfishes,37,44516.29202,NA,Thyrsites,NA,Gempylidae,Perciformes,Actinopterygii,Osteichthyes
Tivela mactroides,Clams cockles arkshells,56,1985.41971,NA,NA,NA,NA,NA,NA,NA
Todarodes pacificus,Squids cuttlefishes octopuses,57,180325.56423,NA,NA,NA,NA,NA,NA,NA
Todarodes sagittatus,Squids cuttlefishes octopuses,57,1946.73319,NA,NA,NA,NA,NA,NA,NA
Trachichthyidae,Jacks mullets sauries,34,173.42584,NA,NA,NA,NA,NA,NA,NA
Trachinidae,Misc Finfishes,39,224.68138,NA,NA,NA,NA,NA,NA,NA
Trachinotus,Mackerels snoeks cutlassfishes,37,4425.02505,NA,NA,NA,NA,NA,NA,NA
Trachinotus blochii,Mackerels snoeks cutlassfishes,37,124.992,NA,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachinotus carolinus,Mackerels snoeks cutlassfishes,37,93.62152999999999,NA,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachinotus mookalee,Mackerels snoeks cutlassfishes,37,1278.86717,NA,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachinotus ovatus,Mackerels snoeks cutlassfishes,37,111.93809,NA,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachinus,Misc Finfishes,39,1607.61673,NA,NA,NA,NA,NA,NA,NA
Trachinus draco,Misc Finfishes,39,5227.0553,NA,Trachinus,NA,Trachinidae,Perciformes,Actinopterygii,Osteichthyes
Trachipterus,Misc Finfishes,39,6.01843,NA,NA,NA,NA,NA,NA,NA
Trachurus,Mackerels snoeks cutlassfishes,37,432933.44625,NA,NA,NA,NA,NA,NA,NA
Trachurus capensis,Mackerels snoeks cutlassfishes,37,473146.40996,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus declivis,Mackerels snoeks cutlassfishes,37,4448.68579,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus japonicus,Mackerels snoeks cutlassfishes,37,237318.57499,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus lathami,Mackerels snoeks cutlassfishes,37,3777.38535,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus mediterraneus,Mackerels snoeks cutlassfishes,37,15425.07976,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus murphyi,Mackerels snoeks cutlassfishes,37,631456.2521,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus picturatus,Mackerels snoeks cutlassfishes,37,4258.6541799999995,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus symmetricus,Mackerels snoeks cutlassfishes,37,663.19153,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus trachurus,Mackerels snoeks cutlassfishes,37,231856.44692,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachurus trecae,Mackerels snoeks cutlassfishes,37,144527.31295,NA,Trachurus,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes
Trachyrincus scabrus,Cods hakes haddocks,32,597.30374,NA,Trachyrincus,Trachyrincinae,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes
Trachysalambria curvirostris,Shrimps prawns,45,369989.57153,NA,NA,NA,NA,NA,NA,NA
Trematomus,Redfishes basses congers,33,11494.65133,NA,NA,NA,NA,NA,NA,NA
Trematomus eulepidotus,Redfishes basses congers,33,0.0038,NA,Trematomus,NA,Nototheniidae,Perciformes,Actinopterygii,Osteichthyes
Trematomus hansoni,Redfishes basses congers,33,0.0148,NA,Trematomus,NA,Nototheniidae,Perciformes,Actinopterygii,Osteichthyes
Tresus,Clams cockles arkshells,56,701.53969,NA,NA,NA,NA,NA,NA,NA
Triakidae,Sharks rays skates etc,38,142.20498,NA,NA,NA,NA,NA,NA,NA
Trichiuridae,Jacks mullets sauries,34,1249106.97177,NA,NA,NA,NA,NA,NA,NA
Trichiurus lepturus,Jacks mullets sauries,34,1274989.1584,NA,Trichiurus,Trichiurinae,Trichiuridae,Perciformes,Actinopterygii,Osteichthyes
Trigla,Jacks mullets sauries,34,439.4183,NA,NA,NA,NA,NA,NA,NA
Trigla lyra,Jacks mullets sauries,34,63.22987,NA,Trigla,Triglinae,Triglidae,Scorpaeniformes,Actinopterygii,Osteichthyes
