"region","species","variable","units","year","value","gapfilled"
"Finnmark","Rainbow trout","Stock_Jan1_count","1000x","2016",129.829258069023,"gapfilled"
"Finnmark","Other fish species","Stock_Jan1_count","1000x","2016",37.1707419309767,"gapfilled"
"Other Counties","Salmon","Stock_Jan1_count","1000x","2016",6893,NA
"Other Counties","Rainbow trout","Stock_Jan1_count","1000x","2016",62,NA
"Other Counties","Other fish species","Stock_Jan1_count","1000x","2016",366,NA
"Rogaland","Salmon","supplies_count","1000x","2016",20747,NA
"Rogaland","Rainbow trout","supplies_count","1000x","2016",0,NA
"Rogaland","Other fish species","supplies_count","1000x","2016",473,NA
"Hordaland","Salmon","supplies_count","1000x","2016",44908,NA
"Hordaland","Rainbow trout","supplies_count","1000x","2016",10230,NA
"Hordaland","Other fish species","supplies_count","1000x","2016",191,NA
"Sogn og Fjordane","Salmon","supplies_count","1000x","2016",25217,NA
"Sogn og Fjordane","Rainbow trout","supplies_count","1000x","2016",4033.61529365392,"gapfilled"
"Sogn og Fjordane","Other fish species","supplies_count","1000x","2016",701.384706346078,"gapfilled"
"Møre og Romsdal","Salmon","supplies_count","1000x","2016",48116,NA
"Møre og Romsdal","Rainbow trout","supplies_count","1000x","2016",2568.38020419392,"gapfilled"
"Møre og Romsdal","Other fish species","supplies_count","1000x","2016",766.619795806077,"gapfilled"
"Trøndelag","Salmon","supplies_count","1000x","2016",0,NA
"Trøndelag","Rainbow trout","supplies_count","1000x","2016",0,NA
"Trøndelag","Other fish species","supplies_count","1000x","2016",0,NA
"Sør-Trøndelag","Salmon","supplies_count","1000x","2016",19563,NA
"Sør-Trøndelag","Rainbow trout","supplies_count","1000x","2016",0,"gapfilled"
"Sør-Trøndelag","Other fish species","supplies_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Salmon","supplies_count","1000x","2016",21367,NA
"Nord-Trøndelag","Rainbow trout","supplies_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Other fish species","supplies_count","1000x","2016",162,"gapfilled"
"Nordland","Salmon","supplies_count","1000x","2016",66040,NA
"Nordland","Rainbow trout","supplies_count","1000x","2016",1583,NA
"Nordland","Other fish species","supplies_count","1000x","2016",510,NA
"Troms","Salmon","supplies_count","1000x","2016",40593,NA
"Troms","Rainbow trout","supplies_count","1000x","2016",216.807761230921,"gapfilled"
"Troms","Other fish species","supplies_count","1000x","2016",48.1922387690787,"gapfilled"
"Finnmark","Salmon","supplies_count","1000x","2016",25677,NA
"Finnmark","Rainbow trout","supplies_count","1000x","2016",63.6208530805687,"gapfilled"
"Finnmark","Other fish species","supplies_count","1000x","2016",16.3791469194313,"gapfilled"
"Other Counties","Salmon","supplies_count","1000x","2016",2531,NA
"Other Counties","Rainbow trout","supplies_count","1000x","2016",148,NA
"Other Counties","Other fish species","supplies_count","1000x","2016",215,NA
"Rogaland","Salmon","delivered_for_sale_count","1000x","2016",15382,NA
"Rogaland","Rainbow trout","delivered_for_sale_count","1000x","2016",11,NA
"Rogaland","Other fish species","delivered_for_sale_count","1000x","2016",140,NA
"Hordaland","Salmon","delivered_for_sale_count","1000x","2016",38761,NA
"Hordaland","Rainbow trout","delivered_for_sale_count","1000x","2016",11775,NA
"Hordaland","Other fish species","delivered_for_sale_count","1000x","2016",0,NA
"Sogn og Fjordane","Salmon","delivered_for_sale_count","1000x","2016",20910,NA
"Sogn og Fjordane","Rainbow trout","delivered_for_sale_count","1000x","2016",3848.19915122658,"gapfilled"
"Sogn og Fjordane","Other fish species","delivered_for_sale_count","1000x","2016",597.800848773419,"gapfilled"
"Møre og Romsdal","Salmon","delivered_for_sale_count","1000x","2016",18422,NA
"Møre og Romsdal","Rainbow trout","delivered_for_sale_count","1000x","2016",2316.21054664864,"gapfilled"
"Møre og Romsdal","Other fish species","delivered_for_sale_count","1000x","2016",737.789453351362,"gapfilled"
"Trøndelag","Salmon","delivered_for_sale_count","1000x","2016",0,NA
"Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2016",0,NA
"Trøndelag","Other fish species","delivered_for_sale_count","1000x","2016",0,NA
"Sør-Trøndelag","Salmon","delivered_for_sale_count","1000x","2016",34062,NA
"Sør-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2016",5.78947368421053,"gapfilled"
"Sør-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2016",24.2105263157895,"gapfilled"
"Nord-Trøndelag","Salmon","delivered_for_sale_count","1000x","2016",21057,NA
"Nord-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2016",118,"gapfilled"
"Nordland","Salmon","delivered_for_sale_count","1000x","2016",55260,NA
"Nordland","Rainbow trout","delivered_for_sale_count","1000x","2016",1521,NA
"Nordland","Other fish species","delivered_for_sale_count","1000x","2016",400,NA
"Troms","Salmon","delivered_for_sale_count","1000x","2016",35018,NA
"Troms","Rainbow trout","delivered_for_sale_count","1000x","2016",121.278129254425,"gapfilled"
"Troms","Other fish species","delivered_for_sale_count","1000x","2016",28.7218707455754,"gapfilled"
"Finnmark","Salmon","delivered_for_sale_count","1000x","2016",18194,NA
"Finnmark","Rainbow trout","delivered_for_sale_count","1000x","2016",51.1765957446809,"gapfilled"
"Finnmark","Other fish species","delivered_for_sale_count","1000x","2016",15.8234042553191,"gapfilled"
"Other Counties","Salmon","delivered_for_sale_count","1000x","2016",3377,NA
"Other Counties","Rainbow trout","delivered_for_sale_count","1000x","2016",142,NA
"Other Counties","Other fish species","delivered_for_sale_count","1000x","2016",186,NA
"Rogaland","Salmon","loss_count","1000x","2016",4071,NA
"Rogaland","Rainbow trout","loss_count","1000x","2016",10,NA
"Rogaland","Other fish species","loss_count","1000x","2016",115,NA
"Hordaland","Salmon","loss_count","1000x","2016",9123,NA
"Hordaland","Rainbow trout","loss_count","1000x","2016",1465,NA
"Hordaland","Other fish species","loss_count","1000x","2016",55,NA
"Sogn og Fjordane","Salmon","loss_count","1000x","2016",3885,NA
"Sogn og Fjordane","Rainbow trout","loss_count","1000x","2016",756.453400503778,"gapfilled"
"Sogn og Fjordane","Other fish species","loss_count","1000x","2016",275.546599496222,"gapfilled"
"Møre og Romsdal","Salmon","loss_count","1000x","2016",5452,NA
"Møre og Romsdal","Rainbow trout","loss_count","1000x","2016",124.414466385622,"gapfilled"
"Møre og Romsdal","Other fish species","loss_count","1000x","2016",172.585533614378,"gapfilled"
"Trøndelag","Salmon","loss_count","1000x","2016",0,NA
"Trøndelag","Rainbow trout","loss_count","1000x","2016",0,NA
"Trøndelag","Other fish species","loss_count","1000x","2016",0,NA
"Sør-Trøndelag","Salmon","loss_count","1000x","2016",9761,NA
"Sør-Trøndelag","Rainbow trout","loss_count","1000x","2016",82.0388349514563,"gapfilled"
"Sør-Trøndelag","Other fish species","loss_count","1000x","2016",567.961165048544,"gapfilled"
"Nord-Trøndelag","Salmon","loss_count","1000x","2016",3891,NA
"Nord-Trøndelag","Rainbow trout","loss_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Other fish species","loss_count","1000x","2016",80,"gapfilled"
"Nordland","Salmon","loss_count","1000x","2016",8683,NA
"Nordland","Rainbow trout","loss_count","1000x","2016",293,NA
"Nordland","Other fish species","loss_count","1000x","2016",59,NA
"Troms","Salmon","loss_count","1000x","2016",4867,NA
"Troms","Rainbow trout","loss_count","1000x","2016",1.11779879621668,"gapfilled"
"Troms","Other fish species","loss_count","1000x","2016",0.882201203783319,"gapfilled"
"Finnmark","Salmon","loss_count","1000x","2016",4980,NA
"Finnmark","Rainbow trout","loss_count","1000x","2016",21.7536793183579,"gapfilled"
"Finnmark","Other fish species","loss_count","1000x","2016",12.2463206816421,"gapfilled"
"Other Counties","Salmon","loss_count","1000x","2016",1247,NA
"Other Counties","Rainbow trout","loss_count","1000x","2016",4,NA
"Other Counties","Other fish species","loss_count","1000x","2016",23,NA
"Rogaland","Salmon","stock_dec_31_count","1000x","2016",28055,NA
"Rogaland","Rainbow trout","stock_dec_31_count","1000x","2016",10,NA
"Rogaland","Other fish species","stock_dec_31_count","1000x","2016",1416,NA
"Hordaland","Salmon","stock_dec_31_count","1000x","2016",51383,NA
"Hordaland","Rainbow trout","stock_dec_31_count","1000x","2016",9102,NA
"Hordaland","Other fish species","stock_dec_31_count","1000x","2016",216,NA
"Sogn og Fjordane","Salmon","stock_dec_31_count","1000x","2016",31003,NA
"Sogn og Fjordane","Rainbow trout","stock_dec_31_count","1000x","2016",4651.91989490211,"gapfilled"
"Sogn og Fjordane","Other fish species","stock_dec_31_count","1000x","2016",872.080105097888,"gapfilled"
"Møre og Romsdal","Salmon","stock_dec_31_count","1000x","2016",46129,NA
"Møre og Romsdal","Rainbow trout","stock_dec_31_count","1000x","2016",2042.68051664372,"gapfilled"
"Møre og Romsdal","Other fish species","stock_dec_31_count","1000x","2016",1088.31948335628,"gapfilled"
"Trøndelag","Salmon","stock_dec_31_count","1000x","2016",0,NA
"Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2016",0,NA
"Trøndelag","Other fish species","stock_dec_31_count","1000x","2016",0,NA
"Sør-Trøndelag","Salmon","stock_dec_31_count","1000x","2016",31767,NA
"Sør-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2016",0,"gapfilled"
"Sør-Trøndelag","Other fish species","stock_dec_31_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Salmon","stock_dec_31_count","1000x","2016",26705,NA
"Nord-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Other fish species","stock_dec_31_count","1000x","2016",136,"gapfilled"
"Nordland","Salmon","stock_dec_31_count","1000x","2016",74992,NA
"Nordland","Rainbow trout","stock_dec_31_count","1000x","2016",1885,NA
"Nordland","Other fish species","stock_dec_31_count","1000x","2016",397,NA
"Troms","Salmon","stock_dec_31_count","1000x","2016",56425,NA
"Troms","Rainbow trout","stock_dec_31_count","1000x","2016",94.9534936582261,"gapfilled"
"Troms","Other fish species","stock_dec_31_count","1000x","2016",18.0465063417739,"gapfilled"
"Finnmark","Salmon","stock_dec_31_count","1000x","2016",34034,NA
"Finnmark","Rainbow trout","stock_dec_31_count","1000x","2016",122.073578595318,"gapfilled"
"Finnmark","Other fish species","stock_dec_31_count","1000x","2016",23.9264214046823,"gapfilled"
"Other Counties","Salmon","stock_dec_31_count","1000x","2016",4799,NA
"Other Counties","Rainbow trout","stock_dec_31_count","1000x","2016",64,NA
"Other Counties","Other fish species","stock_dec_31_count","1000x","2016",372,NA
"Rogaland","Salmon","tonnes_fish","tonnes","2016",75661,NA
"Rogaland","Rainbow trout","tonnes_fish","tonnes","2016",216.871521158978,"gapfilled"
"Rogaland","Char","tonnes_fish","tonnes","2016",0,"gapfilled"
"Rogaland","Cod","tonnes_fish","tonnes","2016",384.454060236371,"gapfilled"
"Rogaland","Halibut","tonnes_fish","tonnes","2016",0,"gapfilled"
"Rogaland","Shellfish","tonnes_fish","tonnes","2016",61.6744186046512,"gapfilled"
"Rogaland","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Hordaland","Salmon","tonnes_fish","tonnes","2016",173790,NA
"Hordaland","Rainbow trout","tonnes_fish","tonnes","2016",50698,NA
"Hordaland","Char","tonnes_fish","tonnes","2016",0,NA
"Hordaland","Cod","tonnes_fish","tonnes","2016",0,NA
"Hordaland","Halibut","tonnes_fish","tonnes","2016",0,NA
"Hordaland","Shellfish","tonnes_fish","tonnes","2016",19,NA
"Hordaland","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Sogn og Fjordane","Salmon","tonnes_fish","tonnes","2016",104647,NA
"Sogn og Fjordane","Rainbow trout","tonnes_fish","tonnes","2016",16084,NA
"Sogn og Fjordane","Char","tonnes_fish","tonnes","2016",0,NA
"Sogn og Fjordane","Cod","tonnes_fish","tonnes","2016",0,NA
"Sogn og Fjordane","Halibut","tonnes_fish","tonnes","2016",0,"gapfilled"
"Sogn og Fjordane","Shellfish","tonnes_fish","tonnes","2016",44,"gapfilled"
"Sogn og Fjordane","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Møre og Romsdal","Salmon","tonnes_fish","tonnes","2016",89363,NA
"Møre og Romsdal","Rainbow trout","tonnes_fish","tonnes","2016",14686.8417609978,"gapfilled"
"Møre og Romsdal","Char","tonnes_fish","tonnes","2016",0,NA
"Møre og Romsdal","Cod","tonnes_fish","tonnes","2016",0,NA
"Møre og Romsdal","Halibut","tonnes_fish","tonnes","2016",1199.60774079848,"gapfilled"
"Møre og Romsdal","Shellfish","tonnes_fish","tonnes","2016",14.5504982037552,"gapfilled"
"Møre og Romsdal","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Salmon","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Rainbow trout","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Char","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Cod","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Halibut","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Shellfish","tonnes_fish","tonnes","2016",0,NA
"Trøndelag","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Sør-Trøndelag","Salmon","tonnes_fish","tonnes","2016",167256,NA
"Sør-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2016",19,"gapfilled"
"Sør-Trøndelag","Char","tonnes_fish","tonnes","2016",0,"gapfilled"
"Sør-Trøndelag","Cod","tonnes_fish","tonnes","2016",0,NA
"Sør-Trøndelag","Halibut","tonnes_fish","tonnes","2016",0,NA
"Sør-Trøndelag","Shellfish","tonnes_fish","tonnes","2016",650,NA
"Sør-Trøndelag","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Nord-Trøndelag","Salmon","tonnes_fish","tonnes","2016",93968,NA
"Nord-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2016",0,"gapfilled"
"Nord-Trøndelag","Char","tonnes_fish","tonnes","2016",0,NA
"Nord-Trøndelag","Cod","tonnes_fish","tonnes","2016",0,NA
"Nord-Trøndelag","Halibut","tonnes_fish","tonnes","2016",0,"gapfilled"
"Nord-Trøndelag","Shellfish","tonnes_fish","tonnes","2016",487,NA
"Nord-Trøndelag","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Nordland","Salmon","tonnes_fish","tonnes","2016",249831,NA
"Nordland","Rainbow trout","tonnes_fish","tonnes","2016",5637,"gapfilled"
"Nordland","Char","tonnes_fish","tonnes","2016",245,NA
"Nordland","Cod","tonnes_fish","tonnes","2016",0,NA
"Nordland","Halibut","tonnes_fish","tonnes","2016",0,"gapfilled"
"Nordland","Shellfish","tonnes_fish","tonnes","2016",912,NA
"Nordland","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Troms","Salmon","tonnes_fish","tonnes","2016",168813,NA
"Troms","Rainbow trout","tonnes_fish","tonnes","2016",0,NA
"Troms","Char","tonnes_fish","tonnes","2016",0,NA
"Troms","Cod","tonnes_fish","tonnes","2016",452,"gapfilled"
"Troms","Halibut","tonnes_fish","tonnes","2016",0,NA
"Troms","Shellfish","tonnes_fish","tonnes","2016",0,"gapfilled"
"Troms","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Finnmark","Salmon","tonnes_fish","tonnes","2016",92702,NA
"Finnmark","Rainbow trout","tonnes_fish","tonnes","2016",43,"gapfilled"
"Finnmark","Char","tonnes_fish","tonnes","2016",0,"gapfilled"
"Finnmark","Cod","tonnes_fish","tonnes","2016",0,NA
"Finnmark","Halibut","tonnes_fish","tonnes","2016",0,NA
"Finnmark","Shellfish","tonnes_fish","tonnes","2016",0,NA
"Finnmark","Other fish species","tonnes_fish","tonnes","2016",0,NA
"Other Counties","Salmon","tonnes_fish","tonnes","2016",17588,NA
"Other Counties","Rainbow trout","tonnes_fish","tonnes","2016",100,NA
"Other Counties","Char","tonnes_fish","tonnes","2016",0,"gapfilled"
"Other Counties","Cod","tonnes_fish","tonnes","2016",0,NA
"Other Counties","Halibut","tonnes_fish","tonnes","2016",0,NA
"Other Counties","Shellfish","tonnes_fish","tonnes","2016",30.4270462633452,"gapfilled"
"Other Counties","Other fish species","tonnes_fish","tonnes","2016",311.572953736655,"gapfilled"
"Rogaland","Salmon","Stock_Jan1_count","1000x","2017",27589,NA
"Rogaland","Rainbow trout","Stock_Jan1_count","1000x","2017",38.1380332517077,"gapfilled"
"Rogaland","Other fish species","Stock_Jan1_count","1000x","2017",1448.86196674829,"gapfilled"
"Hordaland","Salmon","Stock_Jan1_count","1000x","2017",50621,NA
"Hordaland","Rainbow trout","Stock_Jan1_count","1000x","2017",9042,NA
"Hordaland","Other fish species","Stock_Jan1_count","1000x","2017",217,NA
"Sogn og Fjordane","Salmon","Stock_Jan1_count","1000x","2017",31002,NA
"Sogn og Fjordane","Rainbow trout","Stock_Jan1_count","1000x","2017",5313,NA
"Sogn og Fjordane","Other fish species","Stock_Jan1_count","1000x","2017",372,NA
"Møre og Romsdal","Salmon","Stock_Jan1_count","1000x","2017",46026,NA
"Møre og Romsdal","Rainbow trout","Stock_Jan1_count","1000x","2017",1872.94842777463,"gapfilled"
"Møre og Romsdal","Other fish species","Stock_Jan1_count","1000x","2017",1256.05157222537,"gapfilled"
"Trøndelag","Salmon","Stock_Jan1_count","1000x","2017",0,NA
"Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2017",0,NA
"Trøndelag","Other fish species","Stock_Jan1_count","1000x","2017",0,NA
"Sør-Trøndelag","Salmon","Stock_Jan1_count","1000x","2017",32256,NA
"Sør-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2017",0,"gapfilled"
"Sør-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2017",0,"gapfilled"
"Nord-Trøndelag","Salmon","Stock_Jan1_count","1000x","2017",27281,NA
"Nord-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2017",0,NA
"Nord-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2017",136,NA
"Nordland","Salmon","Stock_Jan1_count","1000x","2017",75961,NA
"Nordland","Rainbow trout","Stock_Jan1_count","1000x","2017",1885,NA
"Nordland","Other fish species","Stock_Jan1_count","1000x","2017",397,NA
"Troms","Salmon","Stock_Jan1_count","1000x","2017",56772,NA
"Troms","Rainbow trout","Stock_Jan1_count","1000x","2017",96.8096553729824,"gapfilled"
"Troms","Other fish species","Stock_Jan1_count","1000x","2017",23.1903446270176,"gapfilled"
"Finnmark","Salmon","Stock_Jan1_count","1000x","2017",34034,NA
"Finnmark","Rainbow trout","Stock_Jan1_count","1000x","2017",113.50342322202,"gapfilled"
"Finnmark","Other fish species","Stock_Jan1_count","1000x","2017",32.4965767779796,"gapfilled"
"Other Counties","Salmon","Stock_Jan1_count","1000x","2017",4799,NA
"Other Counties","Rainbow trout","Stock_Jan1_count","1000x","2017",68,NA
"Other Counties","Other fish species","Stock_Jan1_count","1000x","2017",371,NA
"Rogaland","Salmon","supplies_count","1000x","2017",19309,NA
"Rogaland","Rainbow trout","supplies_count","1000x","2017",9.17551221920513,"gapfilled"
"Rogaland","Other fish species","supplies_count","1000x","2017",305.824487780795,"gapfilled"
"Hordaland","Salmon","supplies_count","1000x","2017",49982,NA
"Hordaland","Rainbow trout","supplies_count","1000x","2017",11840,NA
"Hordaland","Other fish species","supplies_count","1000x","2017",36,NA
"Sogn og Fjordane","Salmon","supplies_count","1000x","2017",25918,NA
"Sogn og Fjordane","Rainbow trout","supplies_count","1000x","2017",3891,NA
"Sogn og Fjordane","Other fish species","supplies_count","1000x","2017",163,NA
"Møre og Romsdal","Salmon","supplies_count","1000x","2017",13065,NA
"Møre og Romsdal","Rainbow trout","supplies_count","1000x","2017",2820.98251513114,"gapfilled"
"Møre og Romsdal","Other fish species","supplies_count","1000x","2017",842.017484868863,"gapfilled"
"Trøndelag","Salmon","supplies_count","1000x","2017",0,NA
"Trøndelag","Rainbow trout","supplies_count","1000x","2017",0,NA
"Trøndelag","Other fish species","supplies_count","1000x","2017",0,NA
"Sør-Trøndelag","Salmon","supplies_count","1000x","2017",54886,NA
"Sør-Trøndelag","Rainbow trout","supplies_count","1000x","2017",18.1150550795594,"gapfilled"
"Sør-Trøndelag","Other fish species","supplies_count","1000x","2017",1461.88494492044,"gapfilled"
"Nord-Trøndelag","Salmon","supplies_count","1000x","2017",26049,NA
"Nord-Trøndelag","Rainbow trout","supplies_count","1000x","2017",0,NA
"Nord-Trøndelag","Other fish species","supplies_count","1000x","2017",288,NA
"Nordland","Salmon","supplies_count","1000x","2017",64338,NA
"Nordland","Rainbow trout","supplies_count","1000x","2017",958,NA
"Nordland","Other fish species","supplies_count","1000x","2017",613,NA
"Troms","Salmon","supplies_count","1000x","2017",50168,NA
"Troms","Rainbow trout","supplies_count","1000x","2017",180.809491441636,"gapfilled"
"Troms","Other fish species","supplies_count","1000x","2017",40.1905085583637,"gapfilled"
"Finnmark","Salmon","supplies_count","1000x","2017",27870,NA
"Finnmark","Rainbow trout","supplies_count","1000x","2017",0,"gapfilled"
"Finnmark","Other fish species","supplies_count","1000x","2017",0,"gapfilled"
"Other Counties","Salmon","supplies_count","1000x","2017",6294,NA
"Other Counties","Rainbow trout","supplies_count","1000x","2017",366,NA
"Other Counties","Other fish species","supplies_count","1000x","2017",309,NA
"Rogaland","Salmon","delivered_for_sale_count","1000x","2017",16324,NA
"Rogaland","Rainbow trout","delivered_for_sale_count","1000x","2017",9.39890939597315,"gapfilled"
"Rogaland","Other fish species","delivered_for_sale_count","1000x","2017",281.601090604027,"gapfilled"
"Hordaland","Salmon","delivered_for_sale_count","1000x","2017",32435,NA
"Hordaland","Rainbow trout","delivered_for_sale_count","1000x","2017",8763,NA
"Hordaland","Other fish species","delivered_for_sale_count","1000x","2017",0,NA
"Sogn og Fjordane","Salmon","delivered_for_sale_count","1000x","2017",20292,NA
"Sogn og Fjordane","Rainbow trout","delivered_for_sale_count","1000x","2017",3787,NA
"Sogn og Fjordane","Other fish species","delivered_for_sale_count","1000x","2017",7,NA
"Møre og Romsdal","Salmon","delivered_for_sale_count","1000x","2017",32952,NA
"Møre og Romsdal","Rainbow trout","delivered_for_sale_count","1000x","2017",1732.22818878372,"gapfilled"
"Møre og Romsdal","Other fish species","delivered_for_sale_count","1000x","2017",551.771811216277,"gapfilled"
"Trøndelag","Salmon","delivered_for_sale_count","1000x","2017",0,NA
"Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2017",0,NA
"Trøndelag","Other fish species","delivered_for_sale_count","1000x","2017",0,NA
"Sør-Trøndelag","Salmon","delivered_for_sale_count","1000x","2017",20310,NA
"Sør-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2017",0,"gapfilled"
"Sør-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2017",0,"gapfilled"
"Nord-Trøndelag","Salmon","delivered_for_sale_count","1000x","2017",21256,NA
"Nord-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2017",0,NA
"Nord-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2017",45,NA
"Nordland","Salmon","delivered_for_sale_count","1000x","2017",54302,NA
"Nordland","Rainbow trout","delivered_for_sale_count","1000x","2017",1393,NA
"Nordland","Other fish species","delivered_for_sale_count","1000x","2017",450,NA
"Troms","Salmon","delivered_for_sale_count","1000x","2017",43835,NA
"Troms","Rainbow trout","delivered_for_sale_count","1000x","2017",101.065107712021,"gapfilled"
"Troms","Other fish species","delivered_for_sale_count","1000x","2017",23.9348922879795,"gapfilled"
"Finnmark","Salmon","delivered_for_sale_count","1000x","2017",18803,NA
"Finnmark","Rainbow trout","delivered_for_sale_count","1000x","2017",44.3021276595745,"gapfilled"
"Finnmark","Other fish species","delivered_for_sale_count","1000x","2017",13.6978723404255,"gapfilled"
"Other Counties","Salmon","delivered_for_sale_count","1000x","2017",3408,NA
"Other Counties","Rainbow trout","delivered_for_sale_count","1000x","2017",196,NA
"Other Counties","Other fish species","delivered_for_sale_count","1000x","2017",185,NA
"Rogaland","Salmon","loss_count","1000x","2017",4220,NA
"Rogaland","Rainbow trout","loss_count","1000x","2017",8.0976821192053,"gapfilled"
"Rogaland","Other fish species","loss_count","1000x","2017",125.902317880795,"gapfilled"
"Hordaland","Salmon","loss_count","1000x","2017",13362,NA
"Hordaland","Rainbow trout","loss_count","1000x","2017",2168,NA
"Hordaland","Other fish species","loss_count","1000x","2017",91,NA
"Sogn og Fjordane","Salmon","loss_count","1000x","2017",5535,NA
"Sogn og Fjordane","Rainbow trout","loss_count","1000x","2017",820,NA
"Sogn og Fjordane","Other fish species","loss_count","1000x","2017",56,NA
"Møre og Romsdal","Salmon","loss_count","1000x","2017",6400,NA
"Møre og Romsdal","Rainbow trout","loss_count","1000x","2017",151.643221655203,"gapfilled"
"Møre og Romsdal","Other fish species","loss_count","1000x","2017",210.356778344797,"gapfilled"
"Trøndelag","Salmon","loss_count","1000x","2017",0,NA
"Trøndelag","Rainbow trout","loss_count","1000x","2017",0,NA
"Trøndelag","Other fish species","loss_count","1000x","2017",0,NA
"Sør-Trøndelag","Salmon","loss_count","1000x","2017",6219,NA
"Sør-Trøndelag","Rainbow trout","loss_count","1000x","2017",4.29126213592233,"gapfilled"
"Sør-Trøndelag","Other fish species","loss_count","1000x","2017",29.7087378640777,"gapfilled"
"Nord-Trøndelag","Salmon","loss_count","1000x","2017",3529,NA
"Nord-Trøndelag","Rainbow trout","loss_count","1000x","2017",0,NA
"Nord-Trøndelag","Other fish species","loss_count","1000x","2017",73,NA
"Nordland","Salmon","loss_count","1000x","2017",6739,NA
"Nordland","Rainbow trout","loss_count","1000x","2017",142,NA
"Nordland","Other fish species","loss_count","1000x","2017",33,NA
"Troms","Salmon","loss_count","1000x","2017",5946,NA
"Troms","Rainbow trout","loss_count","1000x","2017",6.70679277730009,"gapfilled"
"Troms","Other fish species","loss_count","1000x","2017",5.29320722269991,"gapfilled"
"Finnmark","Salmon","loss_count","1000x","2017",5191,NA
"Finnmark","Rainbow trout","loss_count","1000x","2017",2.55925639039504,"gapfilled"
"Finnmark","Other fish species","loss_count","1000x","2017",1.44074360960496,"gapfilled"
"Other Counties","Salmon","loss_count","1000x","2017",431,NA
"Other Counties","Rainbow trout","loss_count","1000x","2017",30,NA
"Other Counties","Other fish species","loss_count","1000x","2017",28,NA
"Rogaland","Salmon","stock_dec_31_count","1000x","2017",26354,NA
"Rogaland","Rainbow trout","stock_dec_31_count","1000x","2017",28.3140284706169,"gapfilled"
"Rogaland","Other fish species","stock_dec_31_count","1000x","2017",1348.68597152938,"gapfilled"
"Hordaland","Salmon","stock_dec_31_count","1000x","2017",54807,NA
"Hordaland","Rainbow trout","stock_dec_31_count","1000x","2017",9950,NA
"Hordaland","Other fish species","stock_dec_31_count","1000x","2017",162,NA
"Sogn og Fjordane","Salmon","stock_dec_31_count","1000x","2017",31093,NA
"Sogn og Fjordane","Rainbow trout","stock_dec_31_count","1000x","2017",4597,NA
"Sogn og Fjordane","Other fish species","stock_dec_31_count","1000x","2017",473,NA
"Møre og Romsdal","Salmon","stock_dec_31_count","1000x","2017",19739,NA
"Møre og Romsdal","Rainbow trout","stock_dec_31_count","1000x","2017",2704.21933615081,"gapfilled"
"Møre og Romsdal","Other fish species","stock_dec_31_count","1000x","2017",1440.78066384919,"gapfilled"
"Trøndelag","Salmon","stock_dec_31_count","1000x","2017",0,NA
"Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2017",0,NA
"Trøndelag","Other fish species","stock_dec_31_count","1000x","2017",0,NA
"Sør-Trøndelag","Salmon","stock_dec_31_count","1000x","2017",60613,NA
"Sør-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2017",30.655737704918,"gapfilled"
